deleted,balanced_accuracy,accuracy,macro_f1,weighted_f1,minority_recall,minority_precision,majority_recall,pr_auc,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,noise_protocol,mn_to_maj,maj_to_min,budget,target_ratio,method
0,0.7449497620306715,0.8598382749326146,0.7449497620306715,0.8598382749326146,0.5737704918032787,0.5737704918032787,0.9161290322580644,0.5213471758147854,,,0.0,109.0,,yeast,lr,13,symmetric,0.2,0.2,0.1,0.15,smote
0,0.7390005288207298,0.6738544474393531,0.6121292240165201,0.7159777418022322,0.8360655737704918,0.3148148148148148,0.6419354838709678,0.5480758378159308,,,0.0,109.0,,yeast,lr,13,symmetric,0.2,0.2,0.1,0.15,cwms_msbs
0,0.6854309888947647,0.8814016172506739,0.7270234113712375,0.8648018101668635,0.3934426229508196,0.7741935483870968,0.9774193548387096,0.6197718457527219,,,0.0,0.0,,yeast,lr,17,symmetric,0.2,0.2,0.1,0.15,no_cleaning
109,0.8125330512956108,0.8517520215633423,0.7667066826730693,0.8612436888502032,0.7540983606557377,0.5348837209302325,0.8709677419354839,0.6185282989989848,0.3761467889908257,0.0458715596330275,,,,yeast,lr,17,symmetric,0.2,0.2,0.1,0.15,class_proportional
0,0.7496562665256478,0.8787061994609164,0.7651138905693825,0.8747436770577233,0.5573770491803278,0.6538461538461539,0.9419354838709676,0.6162049157390698,,,0.0,109.0,,yeast,lr,17,symmetric,0.2,0.2,0.1,0.15,smote
0,0.7263617133791644,0.6307277628032345,0.5808324467865773,0.6778944287252308,0.8688524590163934,0.2912087912087912,0.5838709677419355,0.6158428936202309,,,0.0,109.0,,yeast,lr,17,symmetric,0.2,0.2,0.1,0.15,cwms_msbs
0,0.6410893707033316,0.8733153638814016,0.6812073788324771,0.8473007409060264,0.2950819672131147,0.8181818181818182,0.9870967741935484,0.5566703820799903,,,0.0,0.0,,yeast,lr,23,symmetric,0.2,0.2,0.1,0.15,no_cleaning
109,0.7339238498149128,0.8194070080862533,0.7066709149054177,0.828719989696844,0.6065573770491803,0.4625,0.8612903225806452,0.556934793121963,0.4311926605504587,0.0275229357798165,,,,yeast,lr,23,symmetric,0.2,0.2,0.1,0.15,class_proportional
0,0.7003437334743522,0.8733153638814016,0.7306652662146089,0.8622203562850955,0.4426229508196721,0.675,0.9580645161290322,0.5595526844595614,,,0.0,109.0,,yeast,lr,23,symmetric,0.2,0.2,0.1,0.15,smote
0,0.7078265468006346,0.6657681940700808,0.5972757195882065,0.7087438643332179,0.7704918032786885,0.2993630573248407,0.6451612903225806,0.5476579320807733,,,0.0,109.0,,yeast,lr,23,symmetric,0.2,0.2,0.1,0.15,cwms_msbs
0,0.642702273929138,0.876010781671159,0.6846637102734664,0.8495267579482949,0.2950819672131147,0.8571428571428571,0.9903225806451612,0.6371029173817424,,,0.0,0.0,,yeast,lr,29,symmetric,0.2,0.2,0.1,0.15,no_cleaning
109,0.7794817556848228,0.862533692722372,0.7636086505665847,0.8662433818032141,0.6557377049180327,0.5714285714285714,0.9032258064516128,0.6366303495337979,0.4128440366972477,0.036697247706422,,,,yeast,lr,29,symmetric,0.2,0.2,0.1,0.15,class_proportional
0,0.7281597038603913,0.8867924528301887,0.7613051470588235,0.8774625416204217,0.4918032786885246,0.7317073170731707,0.964516129032258,0.625083959468124,,,0.0,109.0,,yeast,lr,29,symmetric,0.2,0.2,0.1,0.15,smote
0,0.6981491274457958,0.6495956873315364,0.584338803088803,0.6948759743571064,0.7704918032786885,0.2883435582822086,0.6258064516129033,0.6327410725028846,,,0.0,109.0,,yeast,lr,29,symmetric,0.2,0.2,0.1,0.15,cwms_msbs
0,0.659227921734532,0.8706199460916442,0.6965235173824131,0.8507940182671055,0.3442622950819672,0.7241379310344828,0.9741935483870968,0.5502257060869832,,,0.0,0.0,,yeast,lr,31,symmetric,0.2,0.2,0.1,0.15,no_cleaning
