deleted,balanced_accuracy,accuracy,macro_f1,weighted_f1,minority_recall,minority_precision,majority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,noise_protocol,mn_to_maj,maj_to_min,budget,target_ratio,method
62,0.5066666666666667,0.704,0.42589374379344586,0.5857249255213506,0.013333333333333334,1.0,1.0,0.11290322580645161,0.0967741935483871,,,,credit-g,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.5266666666666666,0.716,0.46630987101235755,0.6123274903033765,0.05333333333333334,1.0,1.0,,,0.0,62.0,,credit-g,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.5304761904761905,0.716,0.4770028580688883,0.618421285247061,0.06666666666666667,0.8333333333333334,0.9942857142857143,,,0.0,62.0,,credit-g,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.539047619047619,0.712,0.5035304501323918,0.6322153574580758,0.10666666666666667,0.6153846153846154,0.9714285714285714,,,0.0,62.0,,credit-g,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5,0.7,0.4117647058823529,0.5764705882352942,0.0,0.0,1.0,,,0.0,0.0,,credit-g,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
62,0.5533333333333333,0.7,0.5414638918099337,0.6493115844562374,0.18666666666666668,0.5,0.92,0.24193548387096775,0.06451612903225806,,,,credit-g,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.5895238095238096,0.708,0.5927339269375823,0.6794001472852648,0.29333333333333333,0.5238095238095238,0.8857142857142857,,,0.0,62.0,,credit-g,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.56,0.688,0.5568584674120534,0.6532860649031905,0.24,0.46153846153846156,0.88,,,0.0,62.0,,credit-g,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.5876190476190476,0.7,0.5911380535990755,0.6755271593362263,0.30666666666666664,0.5,0.8685714285714285,,,0.0,62.0,,credit-g,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5869381279746166,0.8598382749326146,0.6097264929600259,0.8194161687552266,0.18032786885245902,0.8461538461538461,0.9935483870967742,,,0.0,0.0,,yeast,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7282919090428345,0.876010781671159,0.7507594345133777,0.8693434095791098,0.5081967213114754,0.6595744680851063,0.9483870967741935,0.3761467889908257,0.08256880733944955,,,,yeast,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.7313855103120042,0.8921832884097035,0.7688473520249222,0.8821707769688726,0.4918032786885246,0.7692307692307693,0.9709677419354839,,,0.0,109.0,,yeast,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.726679005817028,0.8733153638814016,0.7472788671971246,0.8670616445802735,0.5081967213114754,0.6458333333333334,0.9451612903225807,,,0.0,109.0,,yeast,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7347435219460603,0.8867924528301887,0.7651615625753556,0.87859261753211,0.5081967213114754,0.7209302325581395,0.9612903225806452,,,0.0,109.0,,yeast,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.6410893707033316,0.8733153638814016,0.6812073788324771,0.8473007409060264,0.29508196721311475,0.8181818181818182,0.9870967741935484,,,0.0,0.0,,yeast,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7593336858804864,0.894878706199461,0.7870483479284716,0.8887519812977003,0.5573770491803278,0.7391304347826086,0.9612903225806452,0.3302752293577982,0.06422018348623854,,,,yeast,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.7395822316234797,0.894878706199461,0.776509476220633,0.885672210534441,0.5081967213114754,0.775,0.9709677419354839,,,0.0,109.0,,yeast,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.747778952934955,0.8975741239892183,0.7840379901960784,0.88913277575181,0.5245901639344263,0.7804878048780488,0.9709677419354839,,,0.0,109.0,,yeast,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.747778952934955,0.8975741239892183,0.7840379901960784,0.88913277575181,0.5245901639344263,0.7804878048780488,0.9709677419354839,,,0.0,109.0,,yeast,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5655737704918032,0.8571428571428571,0.5765661003079441,0.8079025653804386,0.13114754098360656,1.0,1.0,,,0.0,0.0,,yeast,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7299048122686409,0.8787061994609164,0.7542865553020826,0.8716369014973463,0.5081967213114754,0.6739130434782609,0.9516129032258065,0.3577981651376147,0.08256880733944955,,,,yeast,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.710153358011634,0.8787061994609164,0.742126318716115,0.8680833198474319,0.45901639344262296,0.7,0.9612903225806452,,,0.0,109.0,,yeast,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7381015335801164,0.8814016172506739,0.761595980838883,0.8750241309017572,0.5245901639344263,0.6808510638297872,0.9516129032258065,,,0.0,109.0,,yeast,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.710153358011634,0.8787061994609164,0.742126318716115,0.8680833198474319,0.45901639344262296,0.7,0.9612903225806452,,,0.0,109.0,,yeast,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5869381279746166,0.8598382749326146,0.6097264929600259,0.8194161687552266,0.18032786885245902,0.8461538461538461,0.9935483870967742,,,0.0,0.0,,yeast,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7346113167636171,0.8975741239892183,0.7766193433895298,0.8869407366837511,0.4918032786885246,0.8108108108108109,0.9774193548387097,0.41284403669724773,0.05504587155963303,,,,yeast,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.7362242199894236,0.9002695417789758,0.7805961799728283,0.8893504394244003,0.4918032786885246,0.8333333333333334,0.9806451612903225,,,0.0,109.0,,yeast,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.744420941300899,0.9029649595687331,0.7883762200532387,0.8928912242267116,0.5081967213114754,0.8378378378378378,0.9806451612903225,,,0.0,109.0,,yeast,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.744420941300899,0.9029649595687331,0.7883762200532387,0.8928912242267116,0.5081967213114754,0.8378378378378378,0.9806451612903225,,,0.0,109.0,,yeast,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.6443151771549445,0.8787061994609164,0.688182887880316,0.8517701450650385,0.29508196721311475,0.9,0.9935483870967742,,,0.0,0.0,,yeast,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7003437334743522,0.8733153638814016,0.7306652662146089,0.8622203562850955,0.4426229508196721,0.675,0.9580645161290322,0.3486238532110092,0.05504587155963303,,,,yeast,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.700211528291909,0.8840970350404312,0.7404539168632556,0.8700449908709249,0.4262295081967213,0.7647058823529411,0.9741935483870968,,,0.0,109.0,,yeast,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7019566367001586,0.876010781671159,0.7341744548286604,0.8644963935142034,0.4426229508196721,0.6923076923076923,0.9612903225806452,,,0.0,109.0,,yeast,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7117662612374405,0.8814016172506739,0.7457320872274144,0.8703878546657599,0.45901639344262296,0.717948717948718,0.964516129032258,,,0.0,109.0,,yeast,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.6525118984664199,0.8814016172506739,0.6983739837398374,0.8560690728201081,0.3114754098360656,0.9047619047619048,0.9935483870967742,,,0.0,0.0,,yeast,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7268112109994712,0.862533692722372,0.7375910131058873,0.8591172913266087,0.5245901639344263,0.5925925925925926,0.9290322580645162,0.3944954128440367,0.045871559633027525,,,,yeast,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.7282919090428345,0.876010781671159,0.7507594345133777,0.8693434095791098,0.5081967213114754,0.6595744680851063,0.9483870967741935,,,0.0,109.0,,yeast,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7300370174510841,0.8679245283018868,0.7442351252866609,0.8636097816850766,0.5245901639344263,0.6153846153846154,0.9354838709677419,,,0.0,109.0,,yeast,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.733262823902697,0.8733153638814016,0.7510458160220442,0.8681424214719672,0.5245901639344263,0.64,0.9419354838709677,,,0.0,109.0,,yeast,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5459545214172395,0.8463611859838275,0.544608824859487,0.7934046457865096,0.09836065573770492,0.75,0.9935483870967742,,,0.0,0.0,,yeast,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.7018244315177155,0.8867924528301887,0.7441883372734437,0.8723775963840196,0.4262295081967213,0.7878787878787878,0.9774193548387097,0.3761467889908257,0.07339449541284404,,,,yeast,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6608408249603385,0.8733153638814016,0.6999673073283205,0.8530299530081688,0.3442622950819672,0.75,0.9774193548387097,,,0.0,109.0,,yeast,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.706795346377578,0.8840970350404312,0.7450171821305842,0.8714072674391677,0.4426229508196721,0.75,0.9709677419354839,,,0.0,109.0,,yeast,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.6985986250661026,0.8814016172506739,0.7367776057791537,0.867728074347912,0.4262295081967213,0.7428571428571429,0.9709677419354839,,,0.0,109.0,,yeast,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5853252247488102,0.8571428571428571,0.6069365317341329,0.8174141500678231,0.18032786885245902,0.7857142857142857,0.9903225806451613,,,0.0,0.0,,yeast,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.6971179270227393,0.8679245283018868,0.7237947642706292,0.857706373389223,0.4426229508196721,0.6428571428571429,0.9516129032258065,0.3577981651376147,0.09174311926605505,,,,yeast,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6920148069804337,0.8814016172506739,0.7320068295245601,0.8663003390689729,0.4098360655737705,0.7575757575757576,0.9741935483870968,,,0.0,109.0,,yeast,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6889212057112639,0.8652291105121294,0.7158394607843137,0.854122073357645,0.4262295081967213,0.6341463414634146,0.9516129032258065,,,0.0,109.0,,yeast,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7084082496033844,0.8867924528301887,0.7487422600619196,0.873740434604825,0.4426229508196721,0.7714285714285715,0.9741935483870968,,,0.0,109.0,,yeast,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5525383395029085,0.8463611859838275,0.5561176297726748,0.7970197814279314,0.11475409836065574,0.7,0.9903225806451613,,,0.0,0.0,,yeast,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.6985986250661026,0.8814016172506739,0.7367776057791537,0.867728074347912,0.4262295081967213,0.7428571428571429,0.9709677419354839,0.3669724770642202,0.05504587155963303,,,,yeast,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.69362771020624,0.8840970350404312,0.7356893152409828,0.8686156541980429,0.4098360655737705,0.78125,0.9774193548387097,,,0.0,109.0,,yeast,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7231887890005289,0.889487870619946,0.761047488885747,0.8786271030468336,0.47540983606557374,0.7631578947368421,0.9709677419354839,,,0.0,109.0,,yeast,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7034373347435219,0.889487870619946,0.7479828354623324,0.874726554002785,0.4262295081967213,0.8125,0.9806451612903225,,,0.0,109.0,,yeast,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5147805393971444,0.8382749326145552,0.4870022123893805,0.7719107053407438,0.03278688524590164,0.6666666666666666,0.9967741935483871,,,0.0,0.0,,yeast,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
109,0.6920148069804337,0.8814016172506739,0.7320068295245601,0.8663003390689729,0.4098360655737705,0.7575757575757576,0.9741935483870968,0.42201834862385323,0.03669724770642202,,,,yeast,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6690375462718139,0.876010781671159,0.7091683708248125,0.8570109341726425,0.36065573770491804,0.7586206896551724,0.9774193548387097,,,0.0,109.0,,yeast,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6985986250661026,0.8814016172506739,0.7367776057791537,0.867728074347912,0.4262295081967213,0.7428571428571429,0.9709677419354839,,,0.0,109.0,,yeast,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.6871760973030143,0.8733153638814016,0.7212978502357548,0.8594451527823461,0.4098360655737705,0.6944444444444444,0.964516129032258,,,0.0,109.0,,yeast,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5290404040404041,0.7239082161361954,0.47320184365712326,0.62357186749382,0.05808080808080808,1.0,1.0,,,0.0,0.0,,phoneme,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6608757734412185,0.7838638045891931,0.6794728460463453,0.7551596759107447,0.36363636363636365,0.782608695652174,0.9581151832460733,0.3590504451038576,0.05934718100890208,,,,phoneme,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6568723888095616,0.7823834196891192,0.6748234916559692,0.7522057307428814,0.35353535353535354,0.7865168539325843,0.9602094240837696,,,0.0,337.0,,phoneme,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6872362367126765,0.7897853441894893,0.7067174218797774,0.7713001319926133,0.4393939393939394,0.7372881355932204,0.9350785340314136,,,0.0,337.0,,phoneme,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.685327092918716,0.7912657290895633,0.7055234355676478,0.7712709555659342,0.4292929292929293,0.7522123893805309,0.9413612565445026,,,0.0,337.0,,phoneme,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5453400503778337,0.7327905255366395,0.5035904148392278,0.6426584558615135,0.0906801007556675,1.0,1.0,,,0.0,0.0,,phoneme,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.642755678067688,0.7779422649888971,0.657570125042244,0.7412745968902912,0.3148614609571788,0.8169934640522876,0.9706498951781971,0.3560830860534125,0.08011869436201781,,,,phoneme,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6729823783195772,0.7957068837897854,0.6947322574729506,0.7671168995044525,0.37531486146095716,0.8418079096045198,0.9706498951781971,,,0.0,337.0,,phoneme,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7369170772407311,0.8216136195410807,0.7591527802127,0.8097206399596594,0.5314861460957179,0.793233082706767,0.9423480083857443,,,0.0,337.0,,phoneme,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7381765230845598,0.8223538119911177,0.7603958523002707,0.8106295983669399,0.5340050377833753,0.7940074906367042,0.9423480083857443,,,0.0,337.0,,phoneme,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5266595905348816,0.7209474463360473,0.4696173387302523,0.6201451558661962,0.055415617128463476,0.9166666666666666,0.9979035639412998,,,0.0,0.0,,phoneme,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6336266759606906,0.771280532938564,0.6458565387241948,0.7327485347159904,0.29974811083123426,0.7933333333333333,0.9675052410901468,0.3115727002967359,0.11275964391691394,,,,phoneme,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6505235809451388,0.7816432272390822,0.6673072123158397,0.7477177682656453,0.33249370277078083,0.8148148148148148,0.9685534591194969,,,0.0,337.0,,phoneme,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7185574196410183,0.8060695780903034,0.7384321387611289,0.7932706448839094,0.5062972292191436,0.7528089887640449,0.9308176100628931,,,0.0,337.0,,phoneme,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7283201051914516,0.8105107327905255,0.7474722103775182,0.7994906651686962,0.5289672544080605,0.7526881720430108,0.9276729559748428,,,0.0,337.0,,phoneme,svm,23,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5334809287687002,0.7253886010362695,0.48206256942829834,0.6284260679225099,0.06801007556675064,0.9642857142857143,0.9989517819706499,,,0.0,0.0,,phoneme,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6577673748079147,0.7846039970392302,0.6760744415524065,0.7533774625321519,0.3501259445843829,0.8081395348837209,0.9654088050314465,0.3353115727002967,0.0830860534124629,,,,phoneme,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.7211700436713506,0.8149518874907475,0.7446163385052778,0.7998728981454848,0.49370277078085645,0.8,0.9486373165618449,,,0.0,337.0,,phoneme,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7496369521938648,0.8156920799407846,0.7636394296133133,0.8093702280871328,0.5894206549118388,0.73125,0.909853249475891,,,0.0,337.0,,phoneme,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7520462694527615,0.8201332346410066,0.7676685040802187,0.8131869696913697,0.5869017632241813,0.7467948717948718,0.9171907756813418,,,0.0,337.0,,phoneme,svm,29,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5265151515151515,0.7224278312361214,0.46830281945122243,0.6203969110869383,0.05303030303030303,1.0,1.0,,,0.0,0.0,,phoneme,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.5951279813845259,0.7609178386380459,0.5888413068569948,0.6988994089915572,0.19444444444444445,0.9506172839506173,0.9958115183246073,0.32344213649851633,0.10979228486646884,,,,phoneme,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6021801787508594,0.764618800888231,0.5998013995185895,0.7060677517280816,0.20959595959595959,0.9431818181818182,0.9947643979057592,,,0.0,337.0,,phoneme,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6615844306943783,0.7890451517394522,0.6811053457621925,0.7578716963236278,0.35353535353535354,0.8284023668639053,0.9696335078534032,,,0.0,337.0,,phoneme,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.6772595060553176,0.7986676535899334,0.6999189923696039,0.7711454460756221,0.3838383838383838,0.8444444444444444,0.9706806282722513,,,0.0,337.0,,phoneme,svm,31,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.552896725440806,0.7372316802368616,0.5172362769601503,0.651597504619282,0.10579345088161209,1.0,1.0,,,0.0,0.0,,phoneme,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6890502141321969,0.7986676535899334,0.711368320514754,0.7768134463867256,0.42317380352644834,0.7962085308056872,0.9549266247379455,0.3323442136498516,0.06231454005934718,,,,phoneme,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6951362155368619,0.8031088082901554,0.7183916873021345,0.7820724381662744,0.4332493702770781,0.8075117370892019,0.9570230607966457,,,0.0,337.0,,phoneme,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.7334516209094414,0.8208734270910437,0.7564089955415683,0.8080732953589176,0.5214105793450882,0.7992277992277992,0.9454926624737946,,,0.0,337.0,,phoneme,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7325129773088521,0.8164322723908216,0.7534076389992875,0.804805473258562,0.5289672544080605,0.7749077490774908,0.9360587002096437,,,0.0,337.0,,phoneme,svm,37,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5340909090909091,0.7268689859363434,0.4828732273393519,0.6298491207183586,0.06818181818181818,1.0,1.0,,,0.0,0.0,,phoneme,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6360238510762071,0.7727609178386381,0.6491048623642869,0.7352940581375565,0.3055555555555556,0.7908496732026143,0.9664921465968587,0.34718100890207715,0.08011869436201781,,,,phoneme,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6448926437146332,0.7727609178386381,0.6600121155783549,0.741023144451746,0.33585858585858586,0.751412429378531,0.9539267015706806,,,0.0,337.0,,phoneme,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6817547199746152,0.7883049592894152,0.7013464630225081,0.7680265719569402,0.42424242424242425,0.7433628318584071,0.9392670157068063,,,0.0,337.0,,phoneme,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.683879369612354,0.7860843819393042,0.7025328655398482,0.7677637282036692,0.43686868686868685,0.7238493723849372,0.930890052356021,,,0.0,337.0,,phoneme,svm,41,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5063131313131313,0.7105847520355293,0.42750576839084387,0.5940754019249271,0.012626262626262626,1.0,1.0,,,0.0,0.0,,phoneme,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6441231688613888,0.7779422649888971,0.6594094750216808,0.7425460240702051,0.3207070707070707,0.8037974683544303,0.9675392670157068,0.3353115727002967,0.08902077151335312,,,,phoneme,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.639719181342218,0.7727609178386381,0.6537739463761449,0.7377559123452531,0.3181818181818182,0.7730061349693251,0.9612565445026178,,,0.0,337.0,,phoneme,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6583809297160083,0.7772020725388601,0.6756302521008404,0.750734283350646,0.3712121212121212,0.7386934673366834,0.9455497382198953,,,0.0,337.0,,phoneme,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.6728237876143636,0.7809030347890451,0.6909040316596586,0.7599156129344556,0.4116161616161616,0.7212389380530974,0.9340314136125655,,,0.0,337.0,,phoneme,svm,43,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5254001446910529,0.7202072538860104,0.4671779141104294,0.6185606662640262,0.05289672544080604,0.9130434782608695,0.9979035639412998,,,0.0,0.0,,phoneme,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6582914838225897,0.7853441894892672,0.6767707934580303,0.754006274415117,0.3501259445843829,0.8128654970760234,0.9664570230607966,0.3590504451038576,0.0830860534124629,,,,phoneme,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6819080736551388,0.7979274611398963,0.7043742350318731,0.7729389020610427,0.4005037783375315,0.8195876288659794,0.9633123689727463,,,0.0,337.0,,phoneme,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.718228696354736,0.8149518874907475,0.7423942424445814,0.7987605022642671,0.4836272040302267,0.810126582278481,0.9528301886792453,,,0.0,337.0,,phoneme,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.7354464035824237,0.8216136195410807,0.7581653033378716,0.809235696582362,0.5264483627204031,0.7977099236641222,0.9444444444444444,,,0.0,337.0,,phoneme,svm,47,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.534216265597854,0.7253886010362695,0.48403530895334174,0.6295264168431585,0.07052896725440806,0.9333333333333333,0.9979035639412998,,,0.0,0.0,,phoneme,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
337,0.6480046892574814,0.7801628423390081,0.6641624085071123,0.7455380277065657,0.327455919395466,0.8125,0.9685534591194969,0.3353115727002967,0.09198813056379822,,,,phoneme,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6707842888751591,0.7905255366395263,0.691279790382294,0.7634467364205164,0.380352644836272,0.8031914893617021,0.9612159329140462,,,0.0,337.0,,phoneme,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6874778870881718,0.7964470762398224,0.7092010729484401,0.7748713754258725,0.42317380352644834,0.7850467289719626,0.9517819706498952,,,0.0,337.0,,phoneme,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.6876891149026504,0.7957068837897854,0.7091523456512786,0.7745673765103671,0.4256926952141058,0.7788018433179723,0.949685534591195,,,0.0,337.0,,phoneme,svm,53,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.5526315789473684,0.7976190476190477,0.5374149659863945,0.7274052478134111,0.10526315789473684,1.0,1.0,,,0.0,0.0,,ecoli,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
23,0.6765182186234818,0.8452380952380952,0.7131599684791174,0.8197493339337311,0.3684210526315789,0.875,0.9846153846153847,0.5217391304347826,0.043478260869565216,,,,ecoli,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
0,0.6425101214574899,0.8214285714285714,0.6690307328605201,0.7920184622312282,0.3157894736842105,0.75,0.9692307692307692,,,0.0,23.0,,ecoli,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs
0,0.6425101214574899,0.8214285714285714,0.6690307328605201,0.7920184622312282,0.3157894736842105,0.75,0.9692307692307692,,,0.0,23.0,,ecoli,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_knn
0,0.668825910931174,0.8333333333333334,0.7,0.8095238095238095,0.3684210526315789,0.7777777777777778,0.9692307692307692,,,0.0,23.0,,ecoli,svm,13,hidden_minority_medium,0.3,0.1,0.1,0.15,cwms_msbs_crossfamily
0,0.6052631578947368,0.8214285714285714,0.6221889055472264,0.7724352109659456,0.21052631578947367,1.0,1.0,,,0.0,0.0,,ecoli,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,no_cleaning
23,0.8947368421052632,0.9523809523809523,0.9262510974539069,0.9502905639867888,0.7894736842105263,1.0,1.0,0.391304347826087,0.0,,,,ecoli,svm,17,hidden_minority_medium,0.3,0.1,0.1,0.15,class_proportional
