deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,budget
62,0.5695238095238095,0.5545540299758935,0.17333333333333334,1.0,0.0,credit-g,hgb,13,oracle_deletion,0.1
62,0.6485714285714286,0.6603480623665653,0.4,0.25806451612903225,0.03225806451612903,credit-g,hgb,13,crcc_p_l0,0.1
62,0.6485714285714286,0.6603480623665653,0.4,0.25806451612903225,0.03225806451612903,credit-g,hgb,13,crcc_p_l025,0.1
62,0.6485714285714286,0.6603480623665653,0.4,0.25806451612903225,0.03225806451612903,credit-g,hgb,13,crcc_p_l05,0.1
62,0.6485714285714286,0.6603480623665653,0.4,0.25806451612903225,0.03225806451612903,credit-g,hgb,13,crcc_p_l10,0.1
62,0.6476190476190476,0.6600877192982456,0.38666666666666666,0.1935483870967742,0.03225806451612903,credit-g,hgb,13,crcc_m,0.1
0,0.5561904761904762,0.5337809036658142,0.14666666666666667,0.0,0.0,credit-g,hgb,29,no_cleaning,0.1
62,0.5580952380952381,0.5431008224185196,0.17333333333333334,0.0967741935483871,0.08064516129032258,credit-g,hgb,29,random_deletion,0.1
62,0.5276190476190477,0.47485120784222196,0.06666666666666667,0.43548387096774194,0.5483870967741935,credit-g,hgb,29,global_top_loss,0.1
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.16129032258064516,0.11290322580645161,credit-g,hgb,29,class_proportional,0.1
62,0.5761904761904763,0.5646523716699156,0.18666666666666668,1.0,0.0,credit-g,hgb,29,oracle_deletion,0.1
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.16129032258064516,0.11290322580645161,credit-g,hgb,29,crcc_p_l0,0.1
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.16129032258064516,0.11290322580645161,credit-g,hgb,29,crcc_p_l025,0.1
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.16129032258064516,0.11290322580645161,credit-g,hgb,29,crcc_p_l05,0.1
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.16129032258064516,0.11290322580645161,credit-g,hgb,29,crcc_p_l10,0.1
62,0.6247619047619047,0.6324764784946236,0.38666666666666666,0.12903225806451613,0.04838709677419355,credit-g,hgb,29,crcc_m,0.1
0,0.5504761904761905,0.5283513258568284,0.14666666666666667,0.0,0.0,credit-g,hgb,47,no_cleaning,0.1
62,0.5676190476190477,0.5557924662402274,0.18666666666666668,0.16129032258064516,0.04838709677419355,credit-g,hgb,47,random_deletion,0.1
62,0.5314285714285715,0.48489010989010983,0.08,0.5,0.4838709677419355,credit-g,hgb,47,global_top_loss,0.1
62,0.5819047619047619,0.5826759049644417,0.26666666666666666,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,class_proportional,0.1
62,0.5552380952380952,0.5284179447223817,0.13333333333333333,1.0,0.0,credit-g,hgb,47,oracle_deletion,0.1
62,0.5819047619047619,0.5826759049644417,0.26666666666666666,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l0,0.1
62,0.5819047619047619,0.5826759049644417,0.26666666666666666,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l025,0.1
62,0.5819047619047619,0.5826759049644417,0.26666666666666666,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l05,0.1
62,0.5819047619047619,0.5826759049644417,0.26666666666666666,0.16129032258064516,0.0967741935483871,credit-g,hgb,47,crcc_p_l10,0.1
62,0.579047619047619,0.5795836742114353,0.26666666666666666,0.11290322580645161,0.04838709677419355,credit-g,hgb,47,crcc_m,0.1
0,0.5599999999999999,0.541452677916361,0.16,0.0,0.0,credit-g,hgb,61,no_cleaning,0.1
62,0.5552380952380952,0.5284179447223817,0.13333333333333333,0.0967741935483871,0.06451612903225806,credit-g,hgb,61,random_deletion,0.1
62,0.52,0.4759488084730803,0.08,0.41935483870967744,0.5483870967741935,credit-g,hgb,61,global_top_loss,0.1
62,0.5961904761904762,0.5984504913076342,0.26666666666666666,0.20967741935483872,0.03225806451612903,credit-g,hgb,61,class_proportional,0.1
62,0.5695238095238095,0.5545540299758935,0.17333333333333334,1.0,0.0,credit-g,hgb,61,oracle_deletion,0.1
62,0.5961904761904762,0.5984504913076342,0.26666666666666666,0.20967741935483872,0.03225806451612903,credit-g,hgb,61,crcc_p_l0,0.1
62,0.5961904761904762,0.5984504913076342,0.26666666666666666,0.20967741935483872,0.03225806451612903,credit-g,hgb,61,crcc_p_l025,0.1
62,0.5961904761904762,0.5984504913076342,0.26666666666666666,0.20967741935483872,0.03225806451612903,credit-g,hgb,61,crcc_p_l05,0.1
62,0.5961904761904762,0.5984504913076342,0.26666666666666666,0.20967741935483872,0.03225806451612903,credit-g,hgb,61,crcc_p_l10,0.1
62,0.6238095238095238,0.6329757199322417,0.3333333333333333,0.16129032258064516,0.0,credit-g,hgb,61,crcc_m,0.1
0,0.5171428571428571,0.473741764400339,0.08,0.0,0.0,credit-g,hgb,83,no_cleaning,0.1
62,0.5333333333333333,0.4986449864498645,0.10666666666666667,0.08064516129032258,0.12903225806451613,credit-g,hgb,83,random_deletion,0.1
62,0.5304761904761904,0.49622504634729575,0.10666666666666667,0.5161290322580645,0.46774193548387094,credit-g,hgb,83,global_top_loss,0.1
62,0.5476190476190477,0.5358649789029536,0.18666666666666668,0.22580645161290322,0.06451612903225806,credit-g,hgb,83,class_proportional,0.1
62,0.5380952380952381,0.5126705653021442,0.13333333333333333,1.0,0.0,credit-g,hgb,83,oracle_deletion,0.1
62,0.5476190476190477,0.5358649789029536,0.18666666666666668,0.22580645161290322,0.06451612903225806,credit-g,hgb,83,crcc_p_l0,0.1
62,0.5476190476190477,0.5358649789029536,0.18666666666666668,0.22580645161290322,0.06451612903225806,credit-g,hgb,83,crcc_p_l025,0.1
62,0.5476190476190477,0.5358649789029536,0.18666666666666668,0.22580645161290322,0.06451612903225806,credit-g,hgb,83,crcc_p_l05,0.1
62,0.5476190476190477,0.5358649789029536,0.18666666666666668,0.22580645161290322,0.06451612903225806,credit-g,hgb,83,crcc_p_l10,0.1
62,0.5371428571428571,0.5282584683357879,0.2,0.1935483870967742,0.03225806451612903,credit-g,hgb,83,crcc_m,0.1
0,0.5525383395029085,0.5561176297726748,0.11475409836065574,0.0,0.0,yeast,lr,13,no_cleaning,0.1
109,0.5689317821258594,0.582181542682802,0.14754098360655737,0.07339449541284404,0.07339449541284404,yeast,lr,13,random_deletion,0.1
109,0.6132734003172924,0.6435328898743533,0.2459016393442623,0.7247706422018348,0.25688073394495414,yeast,lr,13,global_top_loss,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,yeast,lr,13,class_proportional,0.1
109,0.6132734003172924,0.6435328898743533,0.2459016393442623,1.0,0.0,yeast,lr,13,oracle_deletion,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,yeast,lr,13,crcc_p_l0,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,yeast,lr,13,crcc_p_l025,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,yeast,lr,13,crcc_p_l05,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,yeast,lr,13,crcc_p_l10,0.1
109,0.7648334214701217,0.7449921445404557,0.639344262295082,0.3302752293577982,0.01834862385321101,yeast,lr,13,crcc_m,0.1
0,0.5229772607086198,0.5025792523576866,0.04918032786885246,0.0,0.0,yeast,lr,29,no_cleaning,0.1
109,0.5393707033315707,0.5324046434494196,0.08196721311475409,0.1559633027522936,0.09174311926605505,yeast,lr,29,random_deletion,0.1
109,0.6279217345319936,0.6670866983599671,0.26229508196721313,0.6972477064220184,0.30275229357798167,yeast,lr,29,global_top_loss,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,yeast,lr,29,class_proportional,0.1
109,0.6033315705975674,0.6335150940414098,0.21311475409836064,1.0,0.0,yeast,lr,29,oracle_deletion,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,yeast,lr,29,crcc_p_l0,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,yeast,lr,29,crcc_p_l025,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,yeast,lr,29,crcc_p_l05,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,yeast,lr,29,crcc_p_l10,0.1
109,0.7626916975145426,0.7828272012107194,0.5737704918032787,0.3577981651376147,0.009174311926605505,yeast,lr,29,crcc_m,0.1
0,0.5459545214172395,0.544608824859487,0.09836065573770492,0.0,0.0,yeast,lr,47,no_cleaning,0.1
109,0.5459545214172395,0.544608824859487,0.09836065573770492,0.1743119266055046,0.10091743119266056,yeast,lr,47,random_deletion,0.1
109,0.5902961396086727,0.6131835032437443,0.19672131147540983,0.7614678899082569,0.22935779816513763,yeast,lr,47,global_top_loss,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,yeast,lr,47,class_proportional,0.1
109,0.5657059756742464,0.5772713643178411,0.14754098360655737,1.0,0.0,yeast,lr,47,oracle_deletion,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,yeast,lr,47,crcc_p_l0,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,yeast,lr,47,crcc_p_l025,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,yeast,lr,47,crcc_p_l05,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,yeast,lr,47,crcc_p_l10,0.1
109,0.7250661025912215,0.743843498273878,0.5081967213114754,0.30275229357798167,0.009174311926605505,yeast,lr,47,crcc_m,0.1
0,0.5459545214172395,0.544608824859487,0.09836065573770492,0.0,0.0,yeast,lr,61,no_cleaning,0.1
109,0.5459545214172395,0.544608824859487,0.09836065573770492,0.1559633027522936,0.1651376146788991,yeast,lr,61,random_deletion,0.1
109,0.6066895822316235,0.635725075528701,0.22950819672131148,0.7247706422018348,0.27522935779816515,yeast,lr,61,global_top_loss,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,yeast,lr,61,class_proportional,0.1
109,0.6083024854574299,0.6387536514118792,0.22950819672131148,1.0,0.0,yeast,lr,61,oracle_deletion,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,yeast,lr,61,crcc_p_l0,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,yeast,lr,61,crcc_p_l025,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,yeast,lr,61,crcc_p_l05,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,yeast,lr,61,crcc_p_l10,0.1
109,0.7251983077736648,0.7343285226396387,0.5245901639344263,0.42201834862385323,0.0,yeast,lr,61,crcc_m,0.1
0,0.554151242728715,0.5583333333333333,0.11475409836065574,0.0,0.0,yeast,lr,83,no_cleaning,0.1
109,0.554151242728715,0.5583333333333333,0.11475409836065574,0.1651376146788991,0.08256880733944955,yeast,lr,83,random_deletion,0.1
109,0.5837123215230037,0.6041963015647227,0.18032786885245902,0.6513761467889908,0.3486238532110092,yeast,lr,83,global_top_loss,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,yeast,lr,83,class_proportional,0.1
109,0.6099153886832364,0.6418365770775409,0.22950819672131148,1.0,0.0,yeast,lr,83,oracle_deletion,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,yeast,lr,83,crcc_p_l0,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,yeast,lr,83,crcc_p_l025,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,yeast,lr,83,crcc_p_l05,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,yeast,lr,83,crcc_p_l10,0.1
109,0.7464304600740348,0.7581721101171902,0.5573770491803278,0.3761467889908257,0.0,yeast,lr,83,crcc_m,0.1
0,0.6593601269169751,0.6889189886480908,0.36065573770491804,0.0,0.0,yeast,hgb,13,no_cleaning,0.1
109,0.6709148598625065,0.696282108710091,0.39344262295081966,0.07339449541284404,0.07339449541284404,yeast,hgb,13,random_deletion,0.1
109,0.6920148069804337,0.7320068295245601,0.4098360655737705,0.6605504587155964,0.3211009174311927,yeast,hgb,13,global_top_loss,0.1
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.3669724770642202,0.01834862385321101,yeast,hgb,13,class_proportional,0.1
109,0.7297726070861978,0.765048423719127,0.4918032786885246,1.0,0.0,yeast,hgb,13,oracle_deletion,0.1
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.3669724770642202,0.01834862385321101,yeast,hgb,13,crcc_p_l0,0.1
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.3669724770642202,0.01834862385321101,yeast,hgb,13,crcc_p_l025,0.1
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.3669724770642202,0.01834862385321101,yeast,hgb,13,crcc_p_l05,0.1
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.3669724770642202,0.01834862385321101,yeast,hgb,13,crcc_p_l10,0.1
109,0.7237176097303015,0.7222506796958115,0.5409836065573771,0.26605504587155965,0.01834862385321101,yeast,hgb,13,crcc_m,0.1
0,0.6183765203595981,0.6430343849698689,0.2786885245901639,0.0,0.0,yeast,hgb,29,no_cleaning,0.1
109,0.6249603384452671,0.6496346736915354,0.29508196721311475,0.1559633027522936,0.09174311926605505,yeast,hgb,29,random_deletion,0.1
109,0.6263088313061872,0.6637462235649547,0.26229508196721313,0.6513761467889908,0.3302752293577982,yeast,hgb,29,global_top_loss,0.1
109,0.708804865150714,0.7201642641635937,0.4918032786885246,0.3486238532110092,0.045871559633027525,yeast,hgb,29,class_proportional,0.1
109,0.6788471708090957,0.721813224267212,0.3770491803278688,1.0,0.0,yeast,hgb,29,oracle_deletion,0.1
109,0.708804865150714,0.7201642641635937,0.4918032786885246,0.3486238532110092,0.045871559633027525,yeast,hgb,29,crcc_p_l0,0.1
109,0.708804865150714,0.7201642641635937,0.4918032786885246,0.3486238532110092,0.045871559633027525,yeast,hgb,29,crcc_p_l025,0.1
109,0.708804865150714,0.7201642641635937,0.4918032786885246,0.3486238532110092,0.045871559633027525,yeast,hgb,29,crcc_p_l05,0.1
109,0.708804865150714,0.7201642641635937,0.4918032786885246,0.3486238532110092,0.045871559633027525,yeast,hgb,29,crcc_p_l10,0.1
109,0.7122950819672131,0.7095208268086439,0.5245901639344263,0.26605504587155965,0.027522935779816515,yeast,hgb,29,crcc_m,0.1
0,0.6217345319936541,0.6438786301146995,0.29508196721311475,0.0,0.0,yeast,hgb,47,no_cleaning,0.1
109,0.6151507139079853,0.6373411534701857,0.2786885245901639,0.1743119266055046,0.10091743119266056,yeast,hgb,47,random_deletion,0.1
109,0.6346377578001058,0.6679652540142142,0.29508196721311475,0.6697247706422018,0.29357798165137616,yeast,hgb,47,global_top_loss,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3119266055045872,0.06422018348623854,yeast,hgb,47,class_proportional,0.1
109,0.6741406663141195,0.7027663886139781,0.39344262295081966,1.0,0.0,yeast,hgb,47,oracle_deletion,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3119266055045872,0.06422018348623854,yeast,hgb,47,crcc_p_l0,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3119266055045872,0.06422018348623854,yeast,hgb,47,crcc_p_l025,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3119266055045872,0.06422018348623854,yeast,hgb,47,crcc_p_l05,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3119266055045872,0.06422018348623854,yeast,hgb,47,crcc_p_l10,0.1
109,0.6793759915388683,0.6890714046262152,0.4426229508196721,0.25688073394495414,0.01834862385321101,yeast,hgb,47,crcc_m,0.1
0,0.5872025383395029,0.6054310833806013,0.21311475409836064,0.0,0.0,yeast,hgb,61,no_cleaning,0.1
109,0.6593601269169751,0.6889189886480908,0.36065573770491804,0.1559633027522936,0.1651376146788991,yeast,hgb,61,random_deletion,0.1
109,0.6002379693283977,0.624113475177305,0.22950819672131148,0.6972477064220184,0.26605504587155965,yeast,hgb,61,global_top_loss,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3302752293577982,0.027522935779816515,yeast,hgb,61,class_proportional,0.1
109,0.6233474352194606,0.6467362752823747,0.29508196721311475,1.0,0.0,yeast,hgb,61,oracle_deletion,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3302752293577982,0.027522935779816515,yeast,hgb,61,crcc_p_l0,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3302752293577982,0.027522935779816515,yeast,hgb,61,crcc_p_l025,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3302752293577982,0.027522935779816515,yeast,hgb,61,crcc_p_l05,0.1
109,0.695637228979376,0.7118239355581127,0.45901639344262296,0.3302752293577982,0.027522935779816515,yeast,hgb,61,crcc_p_l10,0.1
109,0.6597567424643046,0.6683428316012963,0.4098360655737705,0.23853211009174313,0.01834862385321101,yeast,hgb,61,crcc_m,0.1
0,0.6037281861448969,0.6223732597846073,0.26229508196721313,0.0,0.0,yeast,hgb,83,no_cleaning,0.1
109,0.6053410893707033,0.6250476332488362,0.26229508196721313,0.1651376146788991,0.08256880733944955,yeast,hgb,83,random_deletion,0.1
109,0.5968799576943415,0.6217145015105741,0.21311475409836064,0.6330275229357798,0.3669724770642202,yeast,hgb,83,global_top_loss,0.1
109,0.705579058699101,0.7138922551503801,0.4918032786885246,0.4036697247706422,0.009174311926605505,yeast,hgb,83,class_proportional,0.1
109,0.6757535695399259,0.706078083407276,0.39344262295081966,1.0,0.0,yeast,hgb,83,oracle_deletion,0.1
109,0.705579058699101,0.7138922551503801,0.4918032786885246,0.4036697247706422,0.009174311926605505,yeast,hgb,83,crcc_p_l0,0.1
109,0.705579058699101,0.7138922551503801,0.4918032786885246,0.4036697247706422,0.009174311926605505,yeast,hgb,83,crcc_p_l025,0.1
109,0.705579058699101,0.7138922551503801,0.4918032786885246,0.4036697247706422,0.009174311926605505,yeast,hgb,83,crcc_p_l05,0.1
109,0.705579058699101,0.7138922551503801,0.4918032786885246,0.4036697247706422,0.009174311926605505,yeast,hgb,83,crcc_p_l10,0.1
109,0.6991274457958752,0.7017684887459807,0.4918032786885246,0.3119266055045872,0.009174311926605505,yeast,hgb,83,crcc_m,0.1
0,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.0,0.0,ecoli,lr,13,no_cleaning,0.1
23,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.043478260869565216,0.043478260869565216,ecoli,lr,13,random_deletion,0.1
23,0.6052631578947368,0.6221889055472264,0.21052631578947367,0.8260869565217391,0.17391304347826086,ecoli,lr,13,global_top_loss,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,ecoli,lr,13,class_proportional,0.1
23,0.7477732793522267,0.7824346597598304,0.5263157894736842,1.0,0.0,ecoli,lr,13,oracle_deletion,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,ecoli,lr,13,crcc_p_l0,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,ecoli,lr,13,crcc_p_l025,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,ecoli,lr,13,crcc_p_l05,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,ecoli,lr,13,crcc_p_l10,0.1
23,0.7663967611336033,0.7925925925925925,0.5789473684210527,0.43478260869565216,0.0,ecoli,lr,13,crcc_m,0.1
0,0.6578947368421053,0.6945454545454546,0.3157894736842105,0.0,0.0,ecoli,lr,29,no_cleaning,0.1
23,0.7894736842105263,0.8376811594202898,0.5789473684210527,0.13043478260869565,0.043478260869565216,ecoli,lr,29,random_deletion,0.1
23,0.6578947368421053,0.6945454545454546,0.3157894736842105,0.6086956521739131,0.391304347826087,ecoli,lr,29,global_top_loss,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,29,class_proportional,0.1
20,0.8793522267206477,0.893939393939394,0.7894736842105263,1.0,0.0,ecoli,lr,29,oracle_deletion,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,29,crcc_p_l0,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,29,crcc_p_l025,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,29,crcc_p_l05,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,29,crcc_p_l10,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.30434782608695654,0.0,ecoli,lr,29,crcc_m,0.1
0,0.7368421052631579,0.7857142857142858,0.47368421052631576,0.0,0.0,ecoli,lr,47,no_cleaning,0.1
23,0.763157894736842,0.8124534854874721,0.5263157894736842,0.13043478260869565,0.043478260869565216,ecoli,lr,47,random_deletion,0.1
23,0.7894736842105263,0.8376811594202898,0.5789473684210527,0.8695652173913043,0.13043478260869565,ecoli,lr,47,global_top_loss,0.1
23,0.905668016194332,0.9133484629667836,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,class_proportional,0.1
23,0.8947368421052632,0.9262510974539069,0.7894736842105263,1.0,0.0,ecoli,lr,47,oracle_deletion,0.1
23,0.905668016194332,0.9133484629667836,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l0,0.1
23,0.905668016194332,0.9133484629667836,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l025,0.1
23,0.905668016194332,0.9133484629667836,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l05,0.1
23,0.905668016194332,0.9133484629667836,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l10,0.1
23,0.8716599190283401,0.878687848153497,0.7894736842105263,0.391304347826087,0.0,ecoli,lr,47,crcc_m,0.1
0,0.6052631578947368,0.6221889055472264,0.21052631578947367,0.0,0.0,ecoli,lr,61,no_cleaning,0.1
23,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.043478260869565216,0.08695652173913043,ecoli,lr,61,random_deletion,0.1
23,0.6578947368421053,0.6945454545454546,0.3157894736842105,0.8260869565217391,0.17391304347826086,ecoli,lr,61,global_top_loss,0.1
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6521739130434783,0.0,ecoli,lr,61,class_proportional,0.1
23,0.834412955465587,0.868013468013468,0.6842105263157895,1.0,0.0,ecoli,lr,61,oracle_deletion,0.1
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6521739130434783,0.0,ecoli,lr,61,crcc_p_l0,0.1
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6521739130434783,0.0,ecoli,lr,61,crcc_p_l025,0.1
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6521739130434783,0.0,ecoli,lr,61,crcc_p_l05,0.1
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.6521739130434783,0.0,ecoli,lr,61,crcc_p_l10,0.1
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,61,crcc_m,0.1
0,0.5975708502024292,0.611111111111111,0.21052631578947367,0.0,0.0,ecoli,lr,83,no_cleaning,0.1
23,0.5789473684210527,0.5815691158156912,0.15789473684210525,0.08695652173913043,0.30434782608695654,ecoli,lr,83,random_deletion,0.1
23,0.6052631578947368,0.6221889055472264,0.21052631578947367,0.6956521739130435,0.30434782608695654,ecoli,lr,83,global_top_loss,0.1
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.391304347826087,0.0,ecoli,lr,83,class_proportional,0.1
23,0.7291497975708502,0.7707764822624659,0.47368421052631576,1.0,0.0,ecoli,lr,83,oracle_deletion,0.1
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.391304347826087,0.0,ecoli,lr,83,crcc_p_l0,0.1
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.391304347826087,0.0,ecoli,lr,83,crcc_p_l025,0.1
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.391304347826087,0.0,ecoli,lr,83,crcc_p_l05,0.1
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.391304347826087,0.0,ecoli,lr,83,crcc_p_l10,0.1
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_m,0.1
0,0.668825910931174,0.7,0.3684210526315789,0.0,0.0,ecoli,hgb,13,no_cleaning,0.1
23,0.7214574898785425,0.7565217391304347,0.47368421052631576,0.043478260869565216,0.043478260869565216,ecoli,hgb,13,random_deletion,0.1
23,0.6874493927125507,0.7159420289855072,0.42105263157894735,0.7391304347826086,0.21739130434782608,ecoli,hgb,13,global_top_loss,0.1
23,0.6951417004048583,0.7290994790374596,0.42105263157894735,0.391304347826087,0.043478260869565216,ecoli,hgb,13,class_proportional,0.1
23,0.7214574898785425,0.7565217391304347,0.47368421052631576,1.0,0.0,ecoli,hgb,13,oracle_deletion,0.1
23,0.6951417004048583,0.7290994790374596,0.42105263157894735,0.391304347826087,0.043478260869565216,ecoli,hgb,13,crcc_p_l0,0.1
23,0.6951417004048583,0.7290994790374596,0.42105263157894735,0.391304347826087,0.043478260869565216,ecoli,hgb,13,crcc_p_l025,0.1
23,0.6951417004048583,0.7290994790374596,0.42105263157894735,0.391304347826087,0.043478260869565216,ecoli,hgb,13,crcc_p_l05,0.1
23,0.6951417004048583,0.7290994790374596,0.42105263157894735,0.391304347826087,0.043478260869565216,ecoli,hgb,13,crcc_p_l10,0.1
23,0.6194331983805668,0.6347826086956522,0.3157894736842105,0.30434782608695654,0.0,ecoli,hgb,13,crcc_m,0.1
0,0.645748987854251,0.6637626559924653,0.3684210526315789,0.0,0.0,ecoli,hgb,29,no_cleaning,0.1
23,0.8376518218623481,0.8440272333402105,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,random_deletion,0.1
23,0.8004048582995951,0.8303030303030303,0.631578947368421,0.6086956521739131,0.30434782608695654,ecoli,hgb,29,global_top_loss,0.1
23,0.8858299595141701,0.846041055718475,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,hgb,29,class_proportional,0.1
20,0.811336032388664,0.8232323232323232,0.6842105263157895,1.0,0.0,ecoli,hgb,29,oracle_deletion,0.1
23,0.8858299595141701,0.846041055718475,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,hgb,29,crcc_p_l0,0.1
23,0.8858299595141701,0.846041055718475,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,hgb,29,crcc_p_l025,0.1
