deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,budget
22,0.6551044776119402,0.6620568267538345,0.3582089552238806,0.4090909090909091,0.045454545454545456,pima,lr,61,crcc_p_l10,0.05
22,0.6625671641791044,0.6711859569002426,0.373134328358209,0.36363636363636365,0.0,pima,lr,61,crcc_m,0.05
0,0.5706268656716418,0.5334338863750628,0.14925373134328357,0.0,0.0,pima,lr,83,no_cleaning,0.05
22,0.574089552238806,0.5421052631578948,0.16417910447761194,0.09090909090909091,0.2727272727272727,pima,lr,83,random_deletion,0.05
22,0.6407164179104478,0.642644431209053,0.31343283582089554,0.8181818181818182,0.18181818181818182,pima,lr,83,global_top_loss,0.05
22,0.6734925373134328,0.6842878634153169,0.40298507462686567,0.36363636363636365,0.0,pima,lr,83,class_proportional,0.05
22,0.578089552238806,0.5457978833782943,0.16417910447761194,1.0,0.0,pima,lr,83,oracle_deletion,0.05
22,0.6734925373134328,0.6842878634153169,0.40298507462686567,0.36363636363636365,0.0,pima,lr,83,crcc_p_l0,0.05
22,0.6734925373134328,0.6842878634153169,0.40298507462686567,0.36363636363636365,0.0,pima,lr,83,crcc_p_l025,0.05
22,0.6734925373134328,0.6842878634153169,0.40298507462686567,0.36363636363636365,0.0,pima,lr,83,crcc_p_l05,0.05
22,0.6734925373134328,0.6842878634153169,0.40298507462686567,0.36363636363636365,0.0,pima,lr,83,crcc_p_l10,0.05
22,0.6774925373134328,0.6890140845070423,0.40298507462686567,0.2727272727272727,0.0,pima,lr,83,crcc_m,0.05
0,0.5426268656716418,0.5089514066496164,0.14925373134328357,0.0,0.0,pima,hgb,13,no_cleaning,0.05
22,0.558089552238806,0.5276190476190477,0.16417910447761194,0.09090909090909091,0.09090909090909091,pima,hgb,13,random_deletion,0.05
22,0.5546268656716418,0.5193022128896785,0.14925373134328357,0.5454545454545454,0.45454545454545453,pima,hgb,13,global_top_loss,0.05
22,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,class_proportional,0.05
22,0.554089552238806,0.5240605941373205,0.16417910447761194,1.0,0.0,pima,hgb,13,oracle_deletion,0.05
22,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l0,0.05
22,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l025,0.05
22,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l05,0.05
22,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.2727272727272727,0.045454545454545456,pima,hgb,13,crcc_p_l10,0.05
22,0.5983283582089552,0.5914893617021277,0.26865671641791045,0.22727272727272727,0.0,pima,hgb,13,crcc_m,0.05
0,0.6028656716417911,0.5936507936507937,0.2537313432835821,0.0,0.0,pima,hgb,29,no_cleaning,0.05
22,0.5724776119402986,0.5539135402780423,0.208955223880597,0.13636363636363635,0.045454545454545456,pima,hgb,29,random_deletion,0.05
22,0.5884776119402985,0.5693881566004328,0.208955223880597,0.6363636363636364,0.36363636363636365,pima,hgb,29,global_top_loss,0.05
22,0.6012537313432835,0.5985114300903774,0.29850746268656714,0.3181818181818182,0.045454545454545456,pima,hgb,29,class_proportional,0.05
22,0.5610149253731344,0.539287754713388,0.19402985074626866,1.0,0.0,pima,hgb,29,oracle_deletion,0.05
22,0.6012537313432835,0.5985114300903774,0.29850746268656714,0.3181818181818182,0.045454545454545456,pima,hgb,29,crcc_p_l0,0.05
22,0.6012537313432835,0.5985114300903774,0.29850746268656714,0.3181818181818182,0.045454545454545456,pima,hgb,29,crcc_p_l025,0.05
22,0.6012537313432835,0.5985114300903774,0.29850746268656714,0.3181818181818182,0.045454545454545456,pima,hgb,29,crcc_p_l05,0.05
22,0.6012537313432835,0.5985114300903774,0.29850746268656714,0.3181818181818182,0.045454545454545456,pima,hgb,29,crcc_p_l10,0.05
22,0.5892537313432835,0.5861493533583646,0.29850746268656714,0.22727272727272727,0.0,pima,hgb,29,crcc_m,0.05
0,0.5237014925373135,0.4819047619047619,0.11940298507462686,0.0,0.0,pima,hgb,47,no_cleaning,0.05
22,0.5426268656716418,0.5089514066496164,0.14925373134328357,0.045454545454545456,0.045454545454545456,pima,hgb,47,random_deletion,0.05
