deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
109,0.7890269698572184,0.794825795486734,0.639344262295082,0.1651376146788991,0.0,yeast,lr,29,crcc_m,low
0,0.5493125330512956,0.5517947457870058,0.11475409836065574,0.0,0.0,yeast,lr,47,no_cleaning,low
109,0.5493125330512956,0.5517947457870058,0.11475409836065574,0.10091743119266056,0.11926605504587157,yeast,lr,47,random_deletion,low
109,0.5902961396086727,0.6131835032437443,0.19672131147540983,0.4036697247706422,0.5504587155963303,yeast,lr,47,global_top_loss,low
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,yeast,lr,47,class_proportional,low
66,0.6230830248545743,0.6572431633407243,0.26229508196721313,1.0,0.0,yeast,lr,47,oracle_deletion,low
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,yeast,lr,47,crcc_p_l0,low
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,yeast,lr,47,crcc_p_l025,low
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,yeast,lr,47,crcc_p_l05,low
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,yeast,lr,47,crcc_p_l10,low
109,0.7316499206768905,0.7476190476190476,0.5245901639344263,0.1926605504587156,0.009174311926605505,yeast,lr,47,crcc_m,low
0,0.6328926493918561,0.6709534368070953,0.2786885245901639,0.0,0.0,yeast,lr,61,no_cleaning,low
109,0.6328926493918561,0.6709534368070953,0.2786885245901639,0.05504587155963303,0.22018348623853212,yeast,lr,61,random_deletion,low
109,0.6706504494976203,0.7127346559526473,0.36065573770491804,0.4954128440366973,0.46788990825688076,yeast,lr,61,global_top_loss,low
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,yeast,lr,61,class_proportional,low
71,0.6722633527234267,0.7163608562691132,0.36065573770491804,1.0,0.0,yeast,lr,61,oracle_deletion,low
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,yeast,lr,61,crcc_p_l0,low
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,yeast,lr,61,crcc_p_l025,low
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,yeast,lr,61,crcc_p_l05,low
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,yeast,lr,61,crcc_p_l10,low
109,0.7368852459016393,0.7292490877664682,0.5737704918032787,0.1834862385321101,0.01834862385321101,yeast,lr,61,crcc_m,low
0,0.6328926493918561,0.6709534368070953,0.2786885245901639,0.0,0.0,yeast,lr,83,no_cleaning,low
109,0.6345055526176626,0.6743243495638855,0.2786885245901639,0.08256880733944955,0.13761467889908258,yeast,lr,83,random_deletion,low
109,0.6656795346377578,0.7106494611457743,0.3442622950819672,0.3669724770642202,0.5871559633027523,yeast,lr,83,global_top_loss,low
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,yeast,lr,83,class_proportional,low
58,0.6574828133262823,0.701047542304593,0.32786885245901637,1.0,0.0,yeast,lr,83,oracle_deletion,low
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,yeast,lr,83,crcc_p_l0,low
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,yeast,lr,83,crcc_p_l025,low
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,yeast,lr,83,crcc_p_l05,low
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,yeast,lr,83,crcc_p_l10,low
109,0.7761237440507669,0.7672492157992445,0.639344262295082,0.13761467889908258,0.027522935779816515,yeast,lr,83,crcc_m,low
0,0.7070597567424644,0.7257706856819861,0.47540983606557374,0.0,0.0,yeast,hgb,13,no_cleaning,low
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.03669724770642202,0.07339449541284404,yeast,hgb,13,random_deletion,low
109,0.7495240613432046,0.7761277503863419,0.5409836065573771,0.3669724770642202,0.4954128440366973,yeast,hgb,13,global_top_loss,low
109,0.77625594923321,0.7572379223921873,0.6557377049180327,0.1834862385321101,0.06422018348623854,yeast,hgb,13,class_proportional,low
66,0.7446853516657853,0.7651898734177215,0.5409836065573771,1.0,0.0,yeast,hgb,13,oracle_deletion,low
109,0.77625594923321,0.7572379223921873,0.6557377049180327,0.1834862385321101,0.06422018348623854,yeast,hgb,13,crcc_p_l0,low
109,0.77625594923321,0.7572379223921873,0.6557377049180327,0.1834862385321101,0.06422018348623854,yeast,hgb,13,crcc_p_l025,low
109,0.77625594923321,0.7572379223921873,0.6557377049180327,0.1834862385321101,0.06422018348623854,yeast,hgb,13,crcc_p_l05,low
109,0.77625594923321,0.7572379223921873,0.6557377049180327,0.1834862385321101,0.06422018348623854,yeast,hgb,13,crcc_p_l10,low
109,0.7827075621364357,0.7701101458072512,0.6557377049180327,0.11009174311926606,0.03669724770642202,yeast,hgb,13,crcc_m,low
0,0.6953728186144896,0.7295918367346939,0.4262295081967213,0.0,0.0,yeast,hgb,29,no_cleaning,low
109,0.6969857218402962,0.7331575161831695,0.4262295081967213,0.045871559633027525,0.11009174311926606,yeast,hgb,29,random_deletion,low
109,0.6854309888947647,0.7270234113712375,0.39344262295081966,0.43119266055045874,0.46788990825688076,yeast,hgb,29,global_top_loss,low
109,0.7430724484399789,0.7616396110849359,0.5409836065573771,0.21100917431192662,0.06422018348623854,yeast,hgb,29,class_proportional,low
74,0.7182178741406663,0.7607069143446852,0.45901639344262296,1.0,0.0,yeast,hgb,29,oracle_deletion,low
109,0.7430724484399789,0.7616396110849359,0.5409836065573771,0.21100917431192662,0.06422018348623854,yeast,hgb,29,crcc_p_l0,low
109,0.7430724484399789,0.7616396110849359,0.5409836065573771,0.21100917431192662,0.06422018348623854,yeast,hgb,29,crcc_p_l025,low
109,0.7430724484399789,0.7616396110849359,0.5409836065573771,0.21100917431192662,0.06422018348623854,yeast,hgb,29,crcc_p_l05,low
109,0.7430724484399789,0.7616396110849359,0.5409836065573771,0.21100917431192662,0.06422018348623854,yeast,hgb,29,crcc_p_l10,low
109,0.7644368059227922,0.7752010576181558,0.5901639344262295,0.13761467889908258,0.03669724770642202,yeast,hgb,29,crcc_m,low
0,0.6527763088313062,0.6832807985290255,0.3442622950819672,0.0,0.0,yeast,hgb,47,no_cleaning,low
109,0.6134056054997356,0.6390047261606895,0.26229508196721313,0.10091743119266056,0.11926605504587157,yeast,hgb,47,random_deletion,low
109,0.659227921734532,0.6965235173824131,0.3442622950819672,0.44954128440366975,0.44954128440366975,yeast,hgb,47,global_top_loss,low
109,0.7433368588048652,0.7417418600680352,0.5737704918032787,0.22935779816513763,0.05504587155963303,yeast,hgb,47,class_proportional,low
66,0.6871760973030143,0.7212978502357548,0.4098360655737705,1.0,0.0,yeast,hgb,47,oracle_deletion,low
109,0.7433368588048652,0.7417418600680352,0.5737704918032787,0.22935779816513763,0.05504587155963303,yeast,hgb,47,crcc_p_l0,low
109,0.7433368588048652,0.7417418600680352,0.5737704918032787,0.22935779816513763,0.05504587155963303,yeast,hgb,47,crcc_p_l025,low
109,0.7433368588048652,0.7417418600680352,0.5737704918032787,0.22935779816513763,0.05504587155963303,yeast,hgb,47,crcc_p_l05,low
109,0.7433368588048652,0.7417418600680352,0.5737704918032787,0.22935779816513763,0.05504587155963303,yeast,hgb,47,crcc_p_l10,low
109,0.7483077736647277,0.7418831168831168,0.5901639344262295,0.1834862385321101,0.009174311926605505,yeast,hgb,47,crcc_m,low
0,0.6693019566367002,0.6931066176470588,0.39344262295081966,0.0,0.0,yeast,hgb,61,no_cleaning,low
109,0.6905341089370703,0.719204213713103,0.4262295081967213,0.05504587155963303,0.22018348623853212,yeast,hgb,61,random_deletion,low
109,0.6740084611316763,0.7111022747982836,0.3770491803278688,0.41284403669724773,0.48623853211009177,yeast,hgb,61,global_top_loss,low
109,0.7106821787414066,0.7065672609400324,0.5245901639344263,0.2018348623853211,0.08256880733944955,yeast,hgb,61,class_proportional,low
71,0.7020888418826018,0.7248427672955975,0.45901639344262296,1.0,0.0,yeast,hgb,61,oracle_deletion,low
109,0.7106821787414066,0.7065672609400324,0.5245901639344263,0.2018348623853211,0.08256880733944955,yeast,hgb,61,crcc_p_l0,low
109,0.7106821787414066,0.7065672609400324,0.5245901639344263,0.2018348623853211,0.08256880733944955,yeast,hgb,61,crcc_p_l025,low
109,0.7106821787414066,0.7065672609400324,0.5245901639344263,0.2018348623853211,0.08256880733944955,yeast,hgb,61,crcc_p_l05,low
109,0.7106821787414066,0.7065672609400324,0.5245901639344263,0.2018348623853211,0.08256880733944955,yeast,hgb,61,crcc_p_l10,low
109,0.7255949233209942,0.7085624509033779,0.5737704918032787,0.1651376146788991,0.027522935779816515,yeast,hgb,61,crcc_m,low
0,0.6578794288736118,0.6787000319066503,0.3770491803278688,0.0,0.0,yeast,hgb,83,no_cleaning,low
109,0.6593601269169751,0.6889189886480908,0.36065573770491804,0.08256880733944955,0.13761467889908258,yeast,hgb,83,random_deletion,low
109,0.6608408249603385,0.6999673073283205,0.3442622950819672,0.3761467889908257,0.5137614678899083,yeast,hgb,83,global_top_loss,low
109,0.7336594394500264,0.7231938490332208,0.5737704918032787,0.2018348623853211,0.05504587155963303,yeast,hgb,83,class_proportional,low
58,0.6921470121628768,0.7226168224299065,0.4262295081967213,1.0,0.0,yeast,hgb,83,oracle_deletion,low
109,0.7336594394500264,0.7231938490332208,0.5737704918032787,0.2018348623853211,0.05504587155963303,yeast,hgb,83,crcc_p_l0,low
109,0.7336594394500264,0.7231938490332208,0.5737704918032787,0.2018348623853211,0.05504587155963303,yeast,hgb,83,crcc_p_l025,low
109,0.7336594394500264,0.7231938490332208,0.5737704918032787,0.2018348623853211,0.05504587155963303,yeast,hgb,83,crcc_p_l05,low
109,0.7336594394500264,0.7231938490332208,0.5737704918032787,0.2018348623853211,0.05504587155963303,yeast,hgb,83,crcc_p_l10,low
109,0.7616076150185087,0.738909920403805,0.639344262295082,0.13761467889908258,0.027522935779816515,yeast,hgb,83,crcc_m,low
0,0.6765182186234818,0.7131599684791174,0.3684210526315789,0.0,0.0,ecoli,lr,13,no_cleaning,low
23,0.7817813765182187,0.8219919943489522,0.5789473684210527,0.0,0.08695652173913043,ecoli,lr,13,random_deletion,low
23,0.631578947368421,0.6597222222222222,0.2631578947368421,0.5652173913043478,0.43478260869565216,ecoli,lr,13,global_top_loss,low
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,13,class_proportional,low
18,0.7663967611336033,0.7925925925925925,0.5789473684210527,1.0,0.0,ecoli,lr,13,oracle_deletion,low
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,13,crcc_p_l0,low
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,13,crcc_p_l025,low
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,13,crcc_p_l05,low
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,ecoli,lr,13,crcc_p_l10,low
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.30434782608695654,0.0,ecoli,lr,13,crcc_m,low
0,0.8870445344129555,0.9097744360902256,0.7894736842105263,0.0,0.0,ecoli,lr,29,no_cleaning,low
23,0.8870445344129555,0.9097744360902256,0.7894736842105263,0.0,0.08695652173913043,ecoli,lr,29,random_deletion,low
23,0.8607287449392713,0.8893766461808603,0.7368421052631579,0.21739130434782608,0.4782608695652174,ecoli,lr,29,global_top_loss,low
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,29,class_proportional,low
5,0.8716599190283401,0.878687848153497,0.7894736842105263,1.0,0.0,ecoli,lr,29,oracle_deletion,low
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,29,crcc_p_l0,low
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,29,crcc_p_l025,low
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,29,crcc_p_l05,low
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,29,crcc_p_l10,low
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.043478260869565216,0.0,ecoli,lr,29,crcc_m,low
0,0.8607287449392713,0.8893766461808603,0.7368421052631579,0.0,0.0,ecoli,lr,47,no_cleaning,low
23,0.8870445344129555,0.9097744360902256,0.7894736842105263,0.08695652173913043,0.043478260869565216,ecoli,lr,47,random_deletion,low
23,0.8607287449392713,0.8893766461808603,0.7368421052631579,0.43478260869565216,0.391304347826087,ecoli,lr,47,global_top_loss,low
23,0.8825910931174089,0.86875,0.8421052631578947,0.2608695652173913,0.0,ecoli,lr,47,class_proportional,low
12,0.8607287449392713,0.8893766461808603,0.7368421052631579,1.0,0.0,ecoli,lr,47,oracle_deletion,low
23,0.8825910931174089,0.86875,0.8421052631578947,0.2608695652173913,0.0,ecoli,lr,47,crcc_p_l0,low
23,0.8825910931174089,0.86875,0.8421052631578947,0.2608695652173913,0.0,ecoli,lr,47,crcc_p_l025,low
23,0.8825910931174089,0.86875,0.8421052631578947,0.2608695652173913,0.0,ecoli,lr,47,crcc_p_l05,low
23,0.8825910931174089,0.86875,0.8421052631578947,0.2608695652173913,0.0,ecoli,lr,47,crcc_p_l10,low
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.17391304347826086,0.0,ecoli,lr,47,crcc_m,low
0,0.8639676113360324,0.8639676113360324,0.7894736842105263,0.0,0.0,ecoli,lr,61,no_cleaning,low
23,0.8562753036437247,0.8497316636851521,0.7894736842105263,0.0,0.08695652173913043,ecoli,lr,61,random_deletion,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.5652173913043478,0.391304347826087,ecoli,lr,61,global_top_loss,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.2608695652173913,0.0,ecoli,lr,61,class_proportional,low
16,0.8485829959514171,0.8359375,0.7894736842105263,1.0,0.0,ecoli,lr,61,oracle_deletion,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.2608695652173913,0.0,ecoli,lr,61,crcc_p_l0,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.2608695652173913,0.0,ecoli,lr,61,crcc_p_l025,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.2608695652173913,0.0,ecoli,lr,61,crcc_p_l05,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.2608695652173913,0.0,ecoli,lr,61,crcc_p_l10,low
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.17391304347826086,0.0,ecoli,lr,61,crcc_m,low
0,0.6765182186234818,0.7131599684791174,0.3684210526315789,0.0,0.0,ecoli,lr,83,no_cleaning,low
23,0.6161943319838057,0.6359696641386783,0.2631578947368421,0.043478260869565216,0.34782608695652173,ecoli,lr,83,random_deletion,low
23,0.6842105263157895,0.7269772481040087,0.3684210526315789,0.5652173913043478,0.391304347826087,ecoli,lr,83,global_top_loss,low
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,class_proportional,low
17,0.7554655870445344,0.7971014492753623,0.5263157894736842,1.0,0.0,ecoli,lr,83,oracle_deletion,low
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_p_l0,low
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_p_l025,low
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_p_l05,low
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_p_l10,low
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.21739130434782608,0.0,ecoli,lr,83,crcc_m,low
0,0.7137651821862349,0.7428773251707088,0.47368421052631576,0.0,0.0,ecoli,hgb,13,no_cleaning,low
23,0.7663967611336033,0.7925925925925925,0.5789473684210527,0.0,0.08695652173913043,ecoli,hgb,13,random_deletion,low
23,0.7137651821862349,0.7428773251707088,0.47368421052631576,0.6521739130434783,0.30434782608695654,ecoli,hgb,13,global_top_loss,low
23,0.7619433198380567,0.7619433198380567,0.631578947368421,0.30434782608695654,0.0,ecoli,hgb,13,class_proportional,low
18,0.7510121457489879,0.7654135338345864,0.5789473684210527,1.0,0.0,ecoli,hgb,13,oracle_deletion,low
23,0.7619433198380567,0.7619433198380567,0.631578947368421,0.30434782608695654,0.0,ecoli,hgb,13,crcc_p_l0,low
23,0.7619433198380567,0.7619433198380567,0.631578947368421,0.30434782608695654,0.0,ecoli,hgb,13,crcc_p_l025,low
23,0.7619433198380567,0.7619433198380567,0.631578947368421,0.30434782608695654,0.0,ecoli,hgb,13,crcc_p_l05,low
23,0.7619433198380567,0.7619433198380567,0.631578947368421,0.30434782608695654,0.0,ecoli,hgb,13,crcc_p_l10,low
23,0.7433198380566801,0.7525252525252526,0.5789473684210527,0.21739130434782608,0.0,ecoli,hgb,13,crcc_m,low
0,0.8004048582995951,0.8303030303030303,0.631578947368421,0.0,0.0,ecoli,hgb,29,no_cleaning,low
23,0.8190283400809717,0.837593984962406,0.6842105263157895,0.0,0.08695652173913043,ecoli,hgb,29,random_deletion,low
23,0.8080971659919028,0.8455882352941176,0.631578947368421,0.21739130434782608,0.5652173913043478,ecoli,hgb,29,global_top_loss,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,class_proportional,low
5,0.8639676113360324,0.8639676113360324,0.7894736842105263,1.0,0.0,ecoli,hgb,29,oracle_deletion,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,crcc_p_l0,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,crcc_p_l025,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,crcc_p_l05,low
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.13043478260869565,0.043478260869565216,ecoli,hgb,29,crcc_p_l10,low
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.0,0.043478260869565216,ecoli,hgb,29,crcc_m,low
0,0.7510121457489879,0.7654135338345864,0.5789473684210527,0.0,0.0,ecoli,hgb,47,no_cleaning,low
23,0.7663967611336033,0.7925925925925925,0.5789473684210527,0.08695652173913043,0.043478260869565216,ecoli,hgb,47,random_deletion,low
23,0.8190283400809717,0.837593984962406,0.6842105263157895,0.43478260869565216,0.30434782608695654,ecoli,hgb,47,global_top_loss,low
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.21739130434782608,0.0,ecoli,hgb,47,class_proportional,low
12,0.9242914979757085,0.9165175909361956,0.8947368421052632,1.0,0.0,ecoli,hgb,47,oracle_deletion,low
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.21739130434782608,0.0,ecoli,hgb,47,crcc_p_l0,low
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.21739130434782608,0.0,ecoli,hgb,47,crcc_p_l025,low
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.21739130434782608,0.0,ecoli,hgb,47,crcc_p_l05,low
