deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,noise_protocol,mn_to_maj,maj_to_min,method
0,0.5808955223880596,0.5566794942275975,0.6417910447761194,,,44.0,0.0,0.0,pima,hgb,31,reverse_asymmetric,0.1,0.3,shuffled_score_relabel
0,0.587820895522388,0.5586206896551724,0.6716417910447762,,,44.0,0.0,0.0,pima,hgb,31,reverse_asymmetric,0.1,0.3,inverted_score_relabel
0,0.6445970149253731,0.6069761729304839,0.7611940298507462,,,44.0,0.0,0.0,pima,hgb,31,reverse_asymmetric,0.1,0.3,random_relabel
0,0.6259701492537313,0.6142942025294966,0.6119402985074627,,,0.0,0.0,,pima,hgb,31,reverse_asymmetric,0.1,0.3,class_weight_only
0,0.6323582089552239,0.6142857142857143,0.6567164179104478,,,5.0,0.0,1.0,pima,hgb,31,reverse_asymmetric,0.1,0.3,oracle_relabel
0,0.5940298507462687,0.5962788326749076,0.3880597014925373,,,0.0,0.0,,pima,hgb,31,symmetric,0.2,0.2,no_cleaning
44,0.5492537313432836,0.546218487394958,0.29850746268656714,0.7727272727272727,0.1590909090909091,,,,pima,hgb,31,symmetric,0.2,0.2,global_top_loss
44,0.6131940298507462,0.6109822346204669,0.5223880597014925,0.3409090909090909,0.022727272727272728,,,,pima,hgb,31,symmetric,0.2,0.2,class_proportional
0,0.603044776119403,0.5925642984466514,0.582089552238806,,,44.0,0.0,0.09090909090909091,pima,hgb,31,symmetric,0.2,0.2,balanced_oof_relabel
0,0.6563582089552239,0.6422360248447205,0.6567164179104478,,,44.0,0.0,0.13636363636363635,pima,hgb,31,symmetric,0.2,0.2,unbalanced_oof_relabel
0,0.5191044776119403,0.5191744863168694,0.3582089552238806,,,44.0,0.0,0.022727272727272728,pima,hgb,31,symmetric,0.2,0.2,shuffled_score_relabel
0,0.5804179104477611,0.5813446396123562,0.43283582089552236,,,44.0,0.0,0.022727272727272728,pima,hgb,31,symmetric,0.2,0.2,inverted_score_relabel
0,0.5134925373134328,0.5124770160231154,0.40298507462686567,,,44.0,0.0,0.045454545454545456,pima,hgb,31,symmetric,0.2,0.2,random_relabel
0,0.5940298507462687,0.5962788326749076,0.3880597014925373,,,0.0,0.0,,pima,hgb,31,symmetric,0.2,0.2,class_weight_only
0,0.6505074626865671,0.6444444444444444,0.5970149253731343,,,14.0,0.0,1.0,pima,hgb,31,symmetric,0.2,0.2,oracle_relabel
0,0.5964776119402985,0.5773125725493335,0.208955223880597,,,0.0,0.0,,pima,hgb,37,hidden_minority_medium,0.3,0.1,no_cleaning
44,0.5447761194029851,0.48412104127207856,0.08955223880597014,0.5909090909090909,0.4090909090909091,,,,pima,hgb,37,hidden_minority_medium,0.3,0.1,global_top_loss
44,0.5823283582089552,0.5752818609961468,0.26865671641791045,0.4090909090909091,0.0,,,,pima,hgb,37,hidden_minority_medium,0.3,0.1,class_proportional
0,0.616955223880597,0.6207467822097616,0.417910447761194,,,44.0,0.0,0.25,pima,hgb,37,hidden_minority_medium,0.3,0.1,balanced_oof_relabel
0,0.6582686567164179,0.663621574271055,0.4925373134328358,,,44.0,0.0,0.25,pima,hgb,37,hidden_minority_medium,0.3,0.1,unbalanced_oof_relabel
0,0.5543283582089552,0.5477726574500767,0.26865671641791045,,,44.0,0.0,0.045454545454545456,pima,hgb,37,hidden_minority_medium,0.3,0.1,shuffled_score_relabel
0,0.5679402985074627,0.5530428999002328,0.22388059701492538,,,44.0,0.0,0.0,pima,hgb,37,hidden_minority_medium,0.3,0.1,inverted_score_relabel
0,0.6254925373134328,0.6300819645364595,0.40298507462686567,,,44.0,0.0,0.11363636363636363,pima,hgb,37,hidden_minority_medium,0.3,0.1,random_relabel
0,0.5964776119402985,0.5773125725493335,0.208955223880597,,,0.0,0.0,,pima,hgb,37,hidden_minority_medium,0.3,0.1,class_weight_only
0,0.5892537313432835,0.5861493533583646,0.29850746268656714,,,20.0,0.0,1.0,pima,hgb,37,hidden_minority_medium,0.3,0.1,oracle_relabel
0,0.5574925373134328,0.5580860084797092,0.40298507462686567,,,0.0,0.0,,pima,hgb,37,reverse_asymmetric,0.1,0.3,no_cleaning
44,0.5860298507462687,0.5878787878787879,0.3880597014925373,0.7045454545454546,0.09090909090909091,,,,pima,hgb,37,reverse_asymmetric,0.1,0.3,global_top_loss
44,0.6161194029850747,0.6111111111111112,0.5522388059701493,0.4090909090909091,0.022727272727272728,,,,pima,hgb,37,reverse_asymmetric,0.1,0.3,class_proportional
0,0.5848955223880596,0.5614146140085318,0.6417910447761194,,,44.0,0.0,0.022727272727272728,pima,hgb,37,reverse_asymmetric,0.1,0.3,balanced_oof_relabel
0,0.5545074626865671,0.5343915343915344,0.5970149253731343,,,44.0,0.0,0.022727272727272728,pima,hgb,37,reverse_asymmetric,0.1,0.3,unbalanced_oof_relabel
0,0.5366567164179105,0.5240509149653232,0.5373134328358209,,,44.0,0.0,0.0,pima,hgb,37,reverse_asymmetric,0.1,0.3,shuffled_score_relabel
0,0.5734328358208955,0.5508462914545205,0.6268656716417911,,,44.0,0.0,0.0,pima,hgb,37,reverse_asymmetric,0.1,0.3,inverted_score_relabel
0,0.5625074626865672,0.5437161489996685,0.5970149253731343,,,44.0,0.0,0.0,pima,hgb,37,reverse_asymmetric,0.1,0.3,random_relabel
0,0.5574925373134328,0.5580860084797092,0.40298507462686567,,,0.0,0.0,,pima,hgb,37,reverse_asymmetric,0.1,0.3,class_weight_only
0,0.544955223880597,0.5445920303605313,0.417910447761194,,,2.0,0.0,1.0,pima,hgb,37,reverse_asymmetric,0.1,0.3,oracle_relabel
0,0.5543283582089552,0.5477726574500767,0.26865671641791045,,,0.0,0.0,,pima,hgb,37,symmetric,0.2,0.2,no_cleaning
