deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method
150,0.7180952380952381,0.7164246823956443,0.6133333333333333,0.37333333333333335,0.13333333333333333,credit-g,lr,47,crcc_p_l025
150,0.7180952380952381,0.7164246823956443,0.6133333333333333,0.37333333333333335,0.13333333333333333,credit-g,lr,47,crcc_p_l05
150,0.7180952380952381,0.7164246823956443,0.6133333333333333,0.37333333333333335,0.13333333333333333,credit-g,lr,47,crcc_p_l10
150,0.719047619047619,0.7148200093501635,0.6266666666666667,0.35333333333333333,0.04,credit-g,lr,47,crcc_m
0,0.599047619047619,0.5970939602466041,0.22666666666666666,0.0,0.0,credit-g,lr,61,no_cleaning
150,0.6152380952380953,0.6192506853487664,0.25333333333333335,0.14,0.22666666666666666,credit-g,lr,61,random_deletion
150,0.6028571428571429,0.6032645658580821,0.24,0.37333333333333335,0.5866666666666667,credit-g,lr,61,global_top_loss
150,0.6990476190476191,0.6895317408137921,0.6266666666666667,0.38666666666666666,0.11333333333333333,credit-g,lr,61,class_proportional
125,0.6409523809523809,0.6526169522927281,0.37333333333333335,1.0,0.0,credit-g,lr,61,oracle_deletion
150,0.6990476190476191,0.6895317408137921,0.6266666666666667,0.38666666666666666,0.11333333333333333,credit-g,lr,61,crcc_p_l0
150,0.6990476190476191,0.6895317408137921,0.6266666666666667,0.38666666666666666,0.11333333333333333,credit-g,lr,61,crcc_p_l025
150,0.6990476190476191,0.6895317408137921,0.6266666666666667,0.38666666666666666,0.11333333333333333,credit-g,lr,61,crcc_p_l05
150,0.6990476190476191,0.6895317408137921,0.6266666666666667,0.38666666666666666,0.11333333333333333,credit-g,lr,61,crcc_p_l10
150,0.7019047619047618,0.6844949252564034,0.6666666666666666,0.34,0.04666666666666667,credit-g,lr,61,crcc_m
0,0.540952380952381,0.5152499737972959,0.13333333333333333,0.0,0.0,credit-g,lr,83,no_cleaning
150,0.5514285714285714,0.5331406206032079,0.16,0.18666666666666668,0.16,credit-g,lr,83,random_deletion
150,0.5285714285714286,0.49967511371020146,0.12,0.3,0.6733333333333333,credit-g,lr,83,global_top_loss
150,0.6390476190476191,0.6374150044263622,0.5066666666666667,0.43333333333333335,0.10666666666666667,credit-g,lr,83,class_proportional
114,0.6352380952380953,0.6456529797858654,0.37333333333333335,1.0,0.0,credit-g,lr,83,oracle_deletion
150,0.6390476190476191,0.6374150044263622,0.5066666666666667,0.43333333333333335,0.10666666666666667,credit-g,lr,83,crcc_p_l0
150,0.6390476190476191,0.6374150044263622,0.5066666666666667,0.43333333333333335,0.10666666666666667,credit-g,lr,83,crcc_p_l025
150,0.6390476190476191,0.6374150044263622,0.5066666666666667,0.43333333333333335,0.10666666666666667,credit-g,lr,83,crcc_p_l05
150,0.6390476190476191,0.6374150044263622,0.5066666666666667,0.43333333333333335,0.10666666666666667,credit-g,lr,83,crcc_p_l10
150,0.6647619047619048,0.6551974448315911,0.5866666666666667,0.4,0.03333333333333333,credit-g,lr,83,crcc_m
0,0.621904761904762,0.6305608857716315,0.3466666666666667,0.0,0.0,credit-g,hgb,13,no_cleaning
150,0.579047619047619,0.5817604667124228,0.30666666666666664,0.10666666666666667,0.20666666666666667,credit-g,hgb,13,random_deletion
150,0.5980952380952381,0.5993589743589743,0.25333333333333335,0.38666666666666666,0.5066666666666667,credit-g,hgb,13,global_top_loss
150,0.6276190476190476,0.6290300822878727,0.4666666666666667,0.32,0.16,credit-g,hgb,13,class_proportional
119,0.6304761904761905,0.6392496392496393,0.38666666666666666,1.0,0.0,credit-g,hgb,13,oracle_deletion
150,0.6276190476190476,0.6290300822878727,0.4666666666666667,0.32,0.16,credit-g,hgb,13,crcc_p_l0
150,0.6276190476190476,0.6290300822878727,0.4666666666666667,0.32,0.16,credit-g,hgb,13,crcc_p_l025
150,0.6276190476190476,0.6290300822878727,0.4666666666666667,0.32,0.16,credit-g,hgb,13,crcc_p_l05
150,0.6276190476190476,0.6290300822878727,0.4666666666666667,0.32,0.16,credit-g,hgb,13,crcc_p_l10
