deleted,balanced_accuracy,accuracy,macro_f1,weighted_f1,minority_recall,minority_precision,majority_recall,pr_auc,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,noise_protocol,lamda,budget,target_ratio
0,0.7481755684822845,0.8652291105121294,0.7514737406216506,0.8643226932221654,0.5737704918032787,0.5932203389830508,0.9225806451612903,0.5831218947237421,,,0,109,,yeast,lr,23,hidden_minority_medium,20,0.1,0.15
0,0.7301692226335272,0.8571428571428571,0.7347748087999244,0.8556860946625842,0.5409836065573771,0.5689655172413793,0.9193548387096774,0.5719175468629649,,,0,109,,yeast,lr,23,hidden_minority_medium,30,0.1,0.15
0,0.7301692226335272,0.8571428571428571,0.7347748087999244,0.8556860946625842,0.5409836065573771,0.5689655172413793,0.9193548387096774,0.5806500026652831,,,0,109,,yeast,lr,23,hidden_minority_medium,50,0.1,0.15
0,0.7333950290851401,0.862533692722372,0.741251282051282,0.8601462436934135,0.5409836065573771,0.5892857142857143,0.9258064516129032,0.5803698353594646,,,0,109,,yeast,lr,23,hidden_minority_medium,100,0.1,0.15
0,0.7531464833421471,0.862533692722372,0.7514874502541471,0.8629814598290986,0.5901639344262295,0.5806451612903226,0.9161290322580645,0.6299514258589196,,,0,109,,yeast,lr,29,hidden_minority_medium,10,0.1,0.15
0,0.7432046536224219,0.8679245283018868,0.7513982905982906,0.8656307047250442,0.5573770491803278,0.6071428571428571,0.9290322580645162,0.6214210696711153,,,0,109,,yeast,lr,29,hidden_minority_medium,20,0.1,0.15
0,0.7530142781597038,0.8733153638814016,0.7615452991452991,0.8711151657566751,0.5737704918032787,0.625,0.932258064516129,0.6286736992043146,,,0,109,,yeast,lr,29,hidden_minority_medium,30,0.1,0.15
0,0.7515335801163405,0.8598382749326146,0.7482513832341581,0.8607418125172176,0.5901639344262295,0.5714285714285714,0.9129032258064517,0.6350576053816261,,,0,109,,yeast,lr,29,hidden_minority_medium,50,0.1,0.15
0,0.7530142781597038,0.8733153638814016,0.7615452991452991,0.8711151657566751,0.5737704918032787,0.625,0.932258064516129,0.6309807178885943,,,0,109,,yeast,lr,29,hidden_minority_medium,100,0.1,0.15
0,0.7450819672131148,0.8490566037735849,0.7356473941368078,0.8518568311720238,0.5901639344262295,0.5373134328358209,0.9,0.5539436935093348,,,0,109,,yeast,lr,31,hidden_minority_medium,10,0.1,0.15
0,0.7368852459016393,0.8463611859838275,0.7292490877664682,0.8487610240620519,0.5737704918032787,0.5303030303030303,0.9,0.5452648048182238,,,0,109,,yeast,lr,31,hidden_minority_medium,20,0.1,0.15
0,0.7352723426758329,0.8436657681940701,0.7262062296416938,0.8465660037138818,0.5737704918032787,0.5223880597014925,0.896774193548387,0.5469191819743232,,,0,109,,yeast,lr,31,hidden_minority_medium,30,0.1,0.15
0,0.7352723426758329,0.8436657681940701,0.7262062296416938,0.8465660037138818,0.5737704918032787,0.5223880597014925,0.896774193548387,0.5537732534168069,,,0,109,,yeast,lr,31,hidden_minority_medium,50,0.1,0.15
0,0.7368852459016393,0.8463611859838275,0.7292490877664682,0.8487610240620519,0.5737704918032787,0.5303030303030303,0.9,0.553012624639663,,,0,109,,yeast,lr,31,hidden_minority_medium,100,0.1,0.15
0,0.7669751454257007,0.8086253369272237,0.7132015896347106,0.8242320245685225,0.7049180327868853,0.4479166666666667,0.8290322580645161,0.5050625848523127,,,0,109,,yeast,lr,37,hidden_minority_medium,10,0.1,0.15
0,0.7603913273400318,0.8086253369272237,0.7104907402319064,0.8236181225334528,0.6885245901639344,0.44680851063829785,0.832258064516129,0.4959778151055242,,,0,109,,yeast,lr,37,hidden_minority_medium,20,0.1,0.15
0,0.7554204124801692,0.8113207547169812,0.7104148082069581,0.8251434871156144,0.6721311475409836,0.45054945054945056,0.8387096774193549,0.49696593754637264,,,0,109,,yeast,lr,37,hidden_minority_medium,30,0.1,0.15
0,0.7602591221575885,0.8194070080862533,0.7186753737677829,0.8316581528006619,0.6721311475409836,0.4659090909090909,0.8483870967741935,0.49634701475458753,,,0,109,,yeast,lr,37,hidden_minority_medium,50,0.1,0.15
