deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,method,noise_level,mn_to_maj,maj_to_min
0,0.506583818085669,0.4709540173457699,0.01639344262295082,,,0,0,,yeast,lr,53,no_cleaning,medium,0.3,0.1
109,0.7102855631940772,0.7324453602178231,0.47540983606557374,0.3944954128440367,0.045871559633027525,0,0,,yeast,lr,53,class_proportional,medium,0.3,0.1
0,0.7468270756213644,0.7297554230403596,0.6065573770491803,,,109,0,0.3119266055045872,yeast,lr,53,balanced_oof_relabel,medium,0.3,0.1
0,0.5311739820200952,0.5177066523220369,0.06557377049180328,,,109,0,0.05504587155963303,yeast,lr,53,random_relabel,medium,0.3,0.1
0,0.49838709677419357,0.45441176470588235,0.0,,,0,0,,yeast,lr,53,no_cleaning,high,0.4,0.2
109,0.7102855631940772,0.7324453602178231,0.47540983606557374,0.5504587155963303,0.027522935779816515,0,0,,yeast,lr,53,class_proportional,high,0.4,0.2
0,0.7289529349550503,0.7062338036279874,0.5901639344262295,,,109,0,0.3853211009174312,yeast,lr,53,balanced_oof_relabel,high,0.4,0.2
0,0.5279481755684823,0.5143131436550882,0.06557377049180328,,,109,0,0.06422018348623854,yeast,lr,53,random_relabel,high,0.4,0.2
0,0.6199894235854045,0.6459441036128153,0.2786885245901639,,,0,0,,yeast,lr,59,no_cleaning,low,0.1,0.05
109,0.7616076150185087,0.738909920403805,0.639344262295082,0.2018348623853211,0.05504587155963303,0,0,,yeast,lr,59,class_proportional,low,0.1,0.05
0,0.7603913273400318,0.7104907402319064,0.6885245901639344,,,109,0,0.09174311926605505,yeast,lr,59,balanced_oof_relabel,low,0.1,0.05
0,0.6512956107879428,0.6733600037070789,0.36065573770491804,,,109,0,0.009174311926605505,yeast,lr,59,random_relabel,low,0.1,0.05
0,0.5510576414595452,0.5558773555761507,0.13114754098360656,,,0,0,,yeast,lr,59,no_cleaning,medium,0.3,0.1
109,0.7238498149127446,0.7138105896784147,0.5573770491803278,0.3394495412844037,0.045871559633027525,0,0,,yeast,lr,59,class_proportional,medium,0.3,0.1
0,0.7521946060285563,0.7050092764378478,0.6721311475409836,,,109,0,0.22935779816513763,yeast,lr,59,balanced_oof_relabel,medium,0.3,0.1
0,0.6265732416710734,0.6525752508361204,0.29508196721311475,,,109,0,0.05504587155963303,yeast,lr,59,random_relabel,medium,0.3,0.1
0,0.5395029085140137,0.5366013473391076,0.09836065573770492,,,0,0,,yeast,lr,59,no_cleaning,high,0.4,0.2
109,0.7468270756213644,0.7297554230403596,0.6065573770491803,0.48623853211009177,0.01834862385321101,0,0,,yeast,lr,59,class_proportional,high,0.4,0.2
0,0.744130089899524,0.6918238993710693,0.6721311475409836,,,109,0,0.29357798165137616,yeast,lr,59,balanced_oof_relabel,high,0.4,0.2
0,0.5558963511369646,0.5624387806096951,0.13114754098360656,,,109,0,0.05504587155963303,yeast,lr,59,random_relabel,high,0.4,0.2
0,0.6328926493918561,0.6709534368070953,0.2786885245901639,,,0,0,,yeast,lr,61,no_cleaning,low,0.1,0.05
109,0.7303014278159703,0.725808752025932,0.5573770491803278,0.25688073394495414,0.03669724770642202,0,0,,yeast,lr,61,class_proportional,low,0.1,0.05
0,0.7128239026969857,0.6792701792701793,0.5901639344262295,,,109,0,0.11009174311926606,yeast,lr,61,balanced_oof_relabel,low,0.1,0.05
0,0.6854309888947647,0.7270234113712375,0.39344262295081966,,,109,0,0.0,yeast,lr,61,random_relabel,low,0.1,0.05
0,0.5459545214172395,0.544608824859487,0.09836065573770492,,,0,0,,yeast,lr,61,no_cleaning,medium,0.3,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.5045871559633027,0.009174311926605505,0,0,,yeast,lr,61,class_proportional,medium,0.3,0.1
0,0.7241142252776309,0.6979148228130421,0.5901639344262295,,,109,0,0.3394495412844037,yeast,lr,61,balanced_oof_relabel,medium,0.3,0.1
0,0.5771285034373348,0.5947159734584884,0.16393442622950818,,,109,0,0.06422018348623854,yeast,lr,61,random_relabel,medium,0.3,0.1
0,0.49838709677419357,0.45441176470588235,0.0,,,0,0,,yeast,lr,61,no_cleaning,high,0.4,0.2
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.5871559633027523,0.0,0,0,,yeast,lr,61,class_proportional,high,0.4,0.2
0,0.7082496033844528,0.6579993006770717,0.6229508196721312,,,109,0,0.3669724770642202,yeast,lr,61,balanced_oof_relabel,high,0.4,0.2
0,0.5476996298254891,0.549684414953876,0.11475409836065574,,,109,0,0.11009174311926606,yeast,lr,61,random_relabel,high,0.4,0.2
0,0.6656795346377578,0.7106494611457743,0.3442622950819672,,,0,0,,yeast,lr,67,no_cleaning,low,0.1,0.05
109,0.7629561078794289,0.761233040440259,0.6065573770491803,0.2018348623853211,0.045871559633027525,0,0,,yeast,lr,67,class_proportional,low,0.1,0.05
0,0.755156002115283,0.727076411960133,0.639344262295082,,,109,0,0.07339449541284404,yeast,lr,67,balanced_oof_relabel,low,0.1,0.05
0,0.703569539925965,0.7377350487770394,0.4426229508196721,,,109,0,0.009174311926605505,yeast,lr,67,random_relabel,low,0.1,0.05
0,0.5787414066631412,0.5973749411307001,0.16393442622950818,,,0,0,,yeast,lr,67,no_cleaning,medium,0.3,0.1
109,0.7415917503966155,0.7480714906562365,0.5573770491803278,0.3853211009174312,0.03669724770642202,0,0,,yeast,lr,67,class_proportional,medium,0.3,0.1
0,0.7632205182443152,0.7419366648361706,0.639344262295082,,,109,0,0.26605504587155965,yeast,lr,67,balanced_oof_relabel,medium,0.3,0.1
0,0.6099153886832364,0.6418365770775409,0.22950819672131148,,,109,0,0.08256880733944955,yeast,lr,67,random_relabel,medium,0.3,0.1
0,0.5229772607086198,0.5025792523576866,0.04918032786885246,,,0,0,,yeast,lr,67,no_cleaning,high,0.4,0.2
109,0.7170015864621893,0.7273004646002358,0.5081967213114754,0.47706422018348627,0.03669724770642202,0,0,,yeast,lr,67,class_proportional,high,0.4,0.2
0,0.7488365943945002,0.7075450450450451,0.6557377049180327,,,109,0,0.3577981651376147,yeast,lr,67,balanced_oof_relabel,high,0.4,0.2
0,0.5411158117398203,0.5385572139303483,0.09836065573770492,,,109,0,0.11009174311926606,yeast,lr,67,random_relabel,high,0.4,0.2
0,0.6494182971972501,0.6838786639400136,0.32786885245901637,,,0,0,,yeast,lr,71,no_cleaning,low,0.1,0.05
109,0.7680592279217345,0.7511922503725783,0.639344262295082,0.1926605504587156,0.027522935779816515,0,0,,yeast,lr,71,class_proportional,low,0.1,0.05
0,0.7617398202009519,0.7300234741784037,0.6557377049180327,,,109,0,0.03669724770642202,yeast,lr,71,balanced_oof_relabel,low,0.1,0.05
0,0.6889212057112639,0.7158394607843137,0.4262295081967213,,,109,0,0.027522935779816515,yeast,lr,71,random_relabel,low,0.1,0.05
0,0.5886832363828662,0.6104206044637913,0.19672131147540983,,,0,0,,yeast,lr,71,no_cleaning,medium,0.3,0.1
109,0.7629561078794289,0.761233040440259,0.6065573770491803,0.3577981651376147,0.01834862385321101,0,0,,yeast,lr,71,class_proportional,medium,0.3,0.1
0,0.7634849286092015,0.7242897158863546,0.6721311475409836,,,109,0,0.21100917431192662,yeast,lr,71,balanced_oof_relabel,medium,0.3,0.1
0,0.6330248545742994,0.6647901028634974,0.29508196721311475,,,109,0,0.06422018348623854,yeast,lr,71,random_relabel,medium,0.3,0.1
0,0.570676890534109,0.5845304294099475,0.16393442622950818,,,0,0,,yeast,lr,71,no_cleaning,high,0.4,0.2
109,0.7468270756213644,0.7297554230403596,0.6065573770491803,0.48623853211009177,0.009174311926605505,0,0,,yeast,lr,71,class_proportional,high,0.4,0.2
0,0.7344526705446853,0.6765611049839819,0.6721311475409836,,,109,0,0.26605504587155965,yeast,lr,71,balanced_oof_relabel,high,0.4,0.2
0,0.7038339502908514,0.719264430833369,0.47540983606557374,,,109,0,0.08256880733944955,yeast,lr,71,random_relabel,high,0.4,0.2
0,0.621602326811211,0.6488979128310133,0.2786885245901639,,,0,0,,yeast,lr,73,no_cleaning,low,0.1,0.05
109,0.7171337916446325,0.7185690901105921,0.5245901639344263,0.1651376146788991,0.09174311926605505,0,0,,yeast,lr,73,class_proportional,low,0.1,0.05
0,0.7470914859862507,0.7128516143938082,0.639344262295082,,,109,0,0.08256880733944955,yeast,lr,73,balanced_oof_relabel,low,0.1,0.05
0,0.644711792702274,0.6677977284509167,0.3442622950819672,,,109,0,0.01834862385321101,yeast,lr,73,random_relabel,low,0.1,0.05
0,0.5968799576943415,0.6217145015105741,0.21311475409836064,,,0,0,,yeast,lr,73,no_cleaning,medium,0.3,0.1
109,0.7137757800105764,0.720957264957265,0.5081967213114754,0.3944954128440367,0.027522935779816515,0,0,,yeast,lr,73,class_proportional,medium,0.3,0.1
0,0.7566367001586463,0.7389162561576355,0.6229508196721312,,,109,0,0.23853211009174313,yeast,lr,73,balanced_oof_relabel,medium,0.3,0.1
0,0.6314119513484928,0.6616652614553401,0.29508196721311475,,,109,0,0.045871559633027525,yeast,lr,73,random_relabel,medium,0.3,0.1
0,0.5525383395029085,0.5561176297726748,0.11475409836065574,,,0,0,,yeast,lr,73,no_cleaning,high,0.4,0.2
109,0.7039661554732946,0.7108102564102564,0.4918032786885246,0.5412844036697247,0.01834862385321101,0,0,,yeast,lr,73,class_proportional,high,0.4,0.2
0,0.7241142252776309,0.6979148228130421,0.5901639344262295,,,109,0,0.3394495412844037,yeast,lr,73,balanced_oof_relabel,high,0.4,0.2
0,0.5888154415653093,0.6080401110215776,0.21311475409836064,,,109,0,0.09174311926605505,yeast,lr,73,random_relabel,high,0.4,0.2
0,0.5820994182971972,0.6015037593984962,0.18032786885245902,,,0,0,,yeast,lr,79,no_cleaning,low,0.1,0.05
109,0.7384981491274458,0.7323232323232323,0.5737704918032787,0.22018348623853212,0.06422018348623854,0,0,,yeast,lr,79,class_proportional,low,0.1,0.05
0,0.7273400317292438,0.70343725019984,0.5901639344262295,,,109,0,0.11009174311926606,yeast,lr,79,balanced_oof_relabel,low,0.1,0.05
0,0.62818614489688,0.6555594942691717,0.29508196721311475,,,109,0,0.027522935779816515,yeast,lr,79,random_relabel,low,0.1,0.05
0,0.5427287149656266,0.5405428097646985,0.09836065573770492,,,0,0,,yeast,lr,79,no_cleaning,medium,0.3,0.1
109,0.7186144896879958,0.7305285506760533,0.5081967213114754,0.3944954128440367,0.027522935779816515,0,0,,yeast,lr,79,class_proportional,medium,0.3,0.1
0,0.7403754627181385,0.7180068769982506,0.6065573770491803,,,109,0,0.27522935779816515,yeast,lr,79,balanced_oof_relabel,medium,0.3,0.1
0,0.5722897937599154,0.587012987012987,0.16393442622950818,,,109,0,0.06422018348623854,yeast,lr,79,random_relabel,medium,0.3,0.1
0,0.5115547329455314,0.48444504213734985,0.03278688524590164,,,0,0,,yeast,lr,79,no_cleaning,high,0.4,0.2
109,0.7004759386567954,0.7215247626756935,0.45901639344262296,0.5229357798165137,0.01834862385321101,0,0,,yeast,lr,79,class_proportional,high,0.4,0.2
0,0.7340560549973559,0.6988395358143258,0.6229508196721312,,,109,0,0.3486238532110092,yeast,lr,79,balanced_oof_relabel,high,0.4,0.2
0,0.5886832363828662,0.6104206044637913,0.19672131147540983,,,109,0,0.045871559633027525,yeast,lr,79,random_relabel,high,0.4,0.2
0,0.6328926493918561,0.6709534368070953,0.2786885245901639,,,0,0,,yeast,lr,83,no_cleaning,low,0.1,0.05
109,0.7695399259650979,0.7642917341977309,0.6229508196721312,0.1926605504587156,0.05504587155963303,0,0,,yeast,lr,83,class_proportional,low,0.1,0.05
0,0.7927815970386038,0.7592074674596712,0.7049180327868853,,,109,0,0.08256880733944955,yeast,lr,83,balanced_oof_relabel,low,0.1,0.05
0,0.6788471708090957,0.721813224267212,0.3770491803278688,,,109,0,0.0,yeast,lr,83,random_relabel,low,0.1,0.05
0,0.554151242728715,0.5583333333333333,0.11475409836065574,,,0,0,,yeast,lr,83,no_cleaning,medium,0.3,0.1
109,0.7382337387625595,0.7512571237009722,0.5409836065573771,0.42201834862385323,0.027522935779816515,0,0,,yeast,lr,83,class_proportional,medium,0.3,0.1
0,0.7828397673188789,0.7600463725669657,0.6721311475409836,,,109,0,0.28440366972477066,yeast,lr,83,balanced_oof_relabel,medium,0.3,0.1
0,0.5623479640401904,0.5716924497806511,0.13114754098360656,,,109,0,0.027522935779816515,yeast,lr,83,random_relabel,medium,0.3,0.1
0,0.49838709677419357,0.45441176470588235,0.0,,,0,0,,yeast,lr,83,no_cleaning,high,0.4,0.2
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.5321100917431193,0.009174311926605505,0,0,,yeast,lr,83,class_proportional,high,0.4,0.2
0,0.75193019566367,0.7213145539906103,0.639344262295082,,,109,0,0.3302752293577982,yeast,lr,83,balanced_oof_relabel,high,0.4,0.2
0,0.48870967741935484,0.4495548961424332,0.0,,,109,0,0.06422018348623854,yeast,lr,83,random_relabel,high,0.4,0.2
0,0.6378635642517186,0.6744739905094458,0.29508196721311475,,,0,0,,yeast,lr,89,no_cleaning,low,0.1,0.05
109,0.7566367001586463,0.7389162561576355,0.6229508196721312,0.2018348623853211,0.05504587155963303,0,0,,yeast,lr,89,class_proportional,low,0.1,0.05
0,0.7816234796404019,0.7295918367346939,0.7213114754098361,,,109,0,0.10091743119266056,yeast,lr,89,balanced_oof_relabel,low,0.1,0.05
0,0.687043892120571,0.7307101500649889,0.39344262295081966,,,109,0,0.009174311926605505,yeast,lr,89,random_relabel,low,0.1,0.05
0,0.5245901639344263,0.5041021386430679,0.04918032786885246,,,0,0,,yeast,lr,89,no_cleaning,medium,0.3,0.1
109,0.7366208355367531,0.7478815616115387,0.5409836065573771,0.44954128440366975,0.027522935779816515,0,0,,yeast,lr,89,class_proportional,medium,0.3,0.1
0,0.8011105235325224,0.7552325052325053,0.7377049180327869,,,109,0,0.3119266055045872,yeast,lr,89,balanced_oof_relabel,medium,0.3,0.1
0,0.5623479640401904,0.5716924497806511,0.13114754098360656,,,109,0,0.03669724770642202,yeast,lr,89,random_relabel,medium,0.3,0.1
0,0.5,0.4552129221732746,0.0,,,0,0,,yeast,lr,89,no_cleaning,high,0.4,0.2
109,0.739846641988366,0.7546745079280217,0.5409836065573771,0.48623853211009177,0.03669724770642202,0,0,,yeast,lr,89,class_proportional,high,0.4,0.2
0,0.7735589635113697,0.7158376214979989,0.7213114754098361,,,109,0,0.3211009174311927,yeast,lr,89,balanced_oof_relabel,high,0.4,0.2
0,0.5245901639344263,0.5041021386430679,0.04918032786885246,,,109,0,0.06422018348623854,yeast,lr,89,random_relabel,high,0.4,0.2
0,0.6460602855631941,0.684344866704481,0.3114754098360656,,,0,0,,yeast,lr,97,no_cleaning,low,0.1,0.05
109,0.7679270227392914,0.7610028860028859,0.6229508196721312,0.1651376146788991,0.05504587155963303,0,0,,yeast,lr,97,class_proportional,low,0.1,0.05
0,0.7699365415124273,0.735795089718295,0.6721311475409836,,,109,0,0.045871559633027525,yeast,lr,97,balanced_oof_relabel,low,0.1,0.05
0,0.703569539925965,0.7377350487770394,0.4426229508196721,,,109,0,0.0,yeast,lr,97,random_relabel,low,0.1,0.05
0,0.5771285034373348,0.5947159734584884,0.16393442622950818,,,0,0,,yeast,lr,97,no_cleaning,medium,0.3,0.1
109,0.7579851930195664,0.7614147909967846,0.5901639344262295,0.3944954128440367,0.009174311926605505,0,0,,yeast,lr,97,class_proportional,medium,0.3,0.1
0,0.7681914331041777,0.7418418274306555,0.6557377049180327,,,109,0,0.22018348623853212,yeast,lr,97,balanced_oof_relabel,medium,0.3,0.1
0,0.6362506610259122,0.6711925694838344,0.29508196721311475,,,109,0,0.05504587155963303,yeast,lr,97,random_relabel,medium,0.3,0.1
0,0.5689317821258594,0.582181542682802,0.14754098360655737,,,0,0,,yeast,lr,97,no_cleaning,high,0.4,0.2
109,0.7614754098360657,0.7481900452488688,0.6229508196721312,0.5137614678899083,0.0,0,0,,yeast,lr,97,class_proportional,high,0.4,0.2
0,0.763881544156531,0.699942229924899,0.7213114754098361,,,109,0,0.27522935779816515,yeast,lr,97,balanced_oof_relabel,high,0.4,0.2
0,0.6232152300370175,0.6518974145120935,0.2786885245901639,,,109,0,0.06422018348623854,yeast,lr,97,random_relabel,high,0.4,0.2
0,0.6608408249603385,0.6999673073283205,0.3442622950819672,,,0,0,,yeast,lr,101,no_cleaning,low,0.1,0.05
109,0.7891591750396616,0.7835332252836305,0.6557377049180327,0.21100917431192662,0.06422018348623854,0,0,,yeast,lr,101,class_proportional,low,0.1,0.05
0,0.8189846641988365,0.779107370092345,0.7540983606557377,,,109,0,0.11009174311926606,yeast,lr,101,balanced_oof_relabel,low,0.1,0.05
0,0.6887890005288207,0.724812951496388,0.4098360655737705,,,109,0,0.03669724770642202,yeast,lr,101,random_relabel,low,0.1,0.05
0,0.595134849286092,0.6217691154422789,0.19672131147540983,,,0,0,,yeast,lr,101,no_cleaning,medium,0.3,0.1
109,0.7923849814912745,0.7904698109985946,0.6557377049180327,0.44036697247706424,0.027522935779816515,0,0,,yeast,lr,101,class_proportional,medium,0.3,0.1
0,0.8207297726070861,0.7721130221130221,0.7704918032786885,,,109,0,0.30275229357798167,yeast,lr,101,balanced_oof_relabel,medium,0.3,0.1
0,0.6345055526176626,0.6743243495638855,0.2786885245901639,,,109,0,0.045871559633027525,yeast,lr,101,random_relabel,medium,0.3,0.1
0,0.5131676361713379,0.48571753209862517,0.03278688524590164,,,0,0,,yeast,lr,101,no_cleaning,high,0.4,0.2
109,0.7367530407191962,0.7383186276466909,0.5573770491803278,0.48623853211009177,0.03669724770642202,0,0,,yeast,lr,101,class_proportional,high,0.4,0.2
0,0.7899524061343204,0.7263339070567987,0.7540983606557377,,,109,0,0.3302752293577982,yeast,lr,101,balanced_oof_relabel,high,0.4,0.2
0,0.5886832363828662,0.6104206044637913,0.19672131147540983,,,109,0,0.11009174311926606,yeast,lr,101,random_relabel,high,0.4,0.2
0,0.5396028346290126,0.5014071442668245,0.09595959595959595,,,0,0,,phoneme,lr,13,no_cleaning,low,0.1,0.05
337,0.6623208525040987,0.6737559799764608,0.44191919191919193,0.18100890207715134,0.03857566765578635,0,0,,phoneme,lr,13,class_proportional,low,0.1,0.05
0,0.718984346078587,0.7242552400868765,0.5782828282828283,,,337,0,0.05934718100890208,phoneme,lr,13,balanced_oof_relabel,low,0.1,0.05
0,0.5369850335818922,0.4991818150696655,0.09595959595959595,,,337,0,0.02373887240356083,phoneme,lr,13,random_relabel,low,0.1,0.05
0,0.5088383838383839,0.43276772617720294,0.017676767676767676,,,0,0,,phoneme,lr,13,no_cleaning,medium,0.3,0.1
337,0.6288156433444392,0.6391960214294296,0.3560606060606061,0.314540059347181,0.008902077151335312,0,0,,phoneme,lr,13,class_proportional,medium,0.3,0.1
0,0.699736897773547,0.7060616095326192,0.5429292929292929,,,337,0,0.1661721068249258,phoneme,lr,13,balanced_oof_relabel,medium,0.3,0.1
0,0.5193704056269501,0.4569599462661818,0.04292929292929293,,,337,0,0.04747774480712166,phoneme,lr,13,random_relabel,medium,0.3,0.1
0,0.5037878787878788,0.42219530589391413,0.007575757575757576,,,0,0,,phoneme,lr,13,no_cleaning,high,0.4,0.2
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,0,0,,phoneme,lr,13,class_proportional,high,0.4,0.2
0,0.7258818552012269,0.7250456930023019,0.6161616161616161,,,337,0,0.22551928783382788,phoneme,lr,13,balanced_oof_relabel,high,0.4,0.2
0,0.532427679940769,0.48433907358645545,0.07323232323232323,,,337,0,0.08902077151335312,phoneme,lr,13,random_relabel,high,0.4,0.2
0,0.545762506006791,0.5063570944691114,0.09571788413098237,,,0,0,,phoneme,lr,17,no_cleaning,low,0.1,0.05
337,0.6846936404585755,0.6947494377791308,0.49622166246851385,0.19881305637982197,0.03560830860534125,0,0,,phoneme,lr,17,class_proportional,low,0.1,0.05
0,0.7282659780639915,0.7297721692267309,0.6095717884130982,,,337,0,0.0712166172106825,phoneme,lr,17,balanced_oof_relabel,low,0.1,0.05
0,0.560038865917864,0.5330353376763368,0.12846347607052896,,,337,0,0.011869436201780416,phoneme,lr,17,random_relabel,low,0.1,0.05
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,17,no_cleaning,medium,0.3,0.1
337,0.6458382839852352,0.658645211175851,0.38287153652392947,0.32047477744807124,0.020771513353115726,0,0,,phoneme,lr,17,class_proportional,medium,0.3,0.1
0,0.7213350654014121,0.7250451873688961,0.5894206549118388,,,337,0,0.18694362017804153,phoneme,lr,17,balanced_oof_relabel,medium,0.3,0.1
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,337,0,0.05341246290801187,phoneme,lr,17,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,17,no_cleaning,high,0.4,0.2
337,0.6317652308455978,0.6432644825153604,0.34005037783375314,0.4391691394658754,0.011869436201780416,0,0,,phoneme,lr,17,class_proportional,high,0.4,0.2
0,0.6991191800136243,0.6941871825876662,0.5994962216624685,,,337,0,0.22551928783382788,phoneme,lr,17,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.413882863340564,0.0,,,337,0,0.09495548961424333,phoneme,lr,17,random_relabel,high,0.4,0.2
0,0.5280286108074711,0.47648474465655083,0.0654911838790932,,,0,0,,phoneme,lr,23,no_cleaning,low,0.1,0.05
337,0.6673822008882129,0.676391683433937,0.47103274559193953,0.19881305637982197,0.03857566765578635,0,0,,phoneme,lr,23,class_proportional,low,0.1,0.05
0,0.7170405398982937,0.7183129080410312,0.5944584382871536,,,337,0,0.0712166172106825,phoneme,lr,23,balanced_oof_relabel,low,0.1,0.05
0,0.5381120986011438,0.5009293689355875,0.0982367758186398,,,337,0,0.017804154302670624,phoneme,lr,23,random_relabel,low,0.1,0.05
0,0.5037783375314862,0.4219222415291051,0.007556675062972292,,,0,0,,phoneme,lr,23,no_cleaning,medium,0.3,0.1
337,0.6351527969202985,0.64474526971442,0.3929471032745592,0.29673590504451036,0.026706231454005934,0,0,,phoneme,lr,23,class_proportional,medium,0.3,0.1
0,0.713575083567004,0.7159144388882102,0.5843828715365239,,,337,0,0.16023738872403562,phoneme,lr,23,balanced_oof_relabel,medium,0.3,0.1
0,0.5191029154719093,0.45482006732658664,0.04030226700251889,,,337,0,0.04747774480712166,phoneme,lr,23,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,23,no_cleaning,high,0.4,0.2
337,0.6321097962179659,0.6414092731514466,0.3879093198992443,0.44510385756676557,0.01483679525222552,0,0,,phoneme,lr,23,class_proportional,high,0.4,0.2
0,0.7243001758471556,0.7182808155699723,0.6372795969773299,,,337,0,0.2522255192878338,phoneme,lr,23,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.413882863340564,0.0,,,337,0,0.0830860534124629,phoneme,lr,23,random_relabel,high,0.4,0.2
0,0.5324406317823931,0.4879268107788923,0.08060453400503778,,,0,0,,phoneme,lr,29,no_cleaning,low,0.1,0.05
337,0.6915149786923942,0.7015206445327706,0.5088161209068011,0.19881305637982197,0.026706231454005934,0,0,,phoneme,lr,29,class_proportional,low,0.1,0.05
0,0.7419086545316287,0.7420864994051539,0.6347607052896725,,,337,0,0.05934718100890208,phoneme,lr,29,balanced_oof_relabel,low,0.1,0.05
0,0.5661486304516579,0.5533932310073936,0.17632241813602015,,,337,0,0.02373887240356083,phoneme,lr,29,random_relabel,low,0.1,0.05
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,0,0,,phoneme,lr,29,no_cleaning,medium,0.3,0.1
337,0.6478409877012605,0.6597778532770665,0.4005037783375315,0.29376854599406527,0.011869436201780416,0,0,,phoneme,lr,29,class_proportional,medium,0.3,0.1
0,0.7357130786982029,0.7379585829776825,0.6171284634760705,,,337,0,0.14836795252225518,phoneme,lr,29,balanced_oof_relabel,medium,0.3,0.1
0,0.5100755667506297,0.435077422510306,0.020151133501259445,,,337,0,0.05637982195845697,phoneme,lr,29,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,29,no_cleaning,high,0.4,0.2
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,0,0,,phoneme,lr,29,class_proportional,high,0.4,0.2
0,0.7558800542855484,0.7488816896824738,0.6826196473551638,,,337,0,0.2344213649851632,phoneme,lr,29,balanced_oof_relabel,high,0.4,0.2
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,337,0,0.09792284866468842,phoneme,lr,29,random_relabel,high,0.4,0.2
0,0.546840129039082,0.5099481682000366,0.10101010101010101,,,0,0,,phoneme,lr,31,no_cleaning,low,0.1,0.05
337,0.6555767095034111,0.6672413793103449,0.42424242424242425,0.20474777448071216,0.03857566765578635,0,0,,phoneme,lr,31,class_proportional,low,0.1,0.05
0,0.7313025543392035,0.734532568537546,0.6060606060606061,,,337,0,0.07418397626112759,phoneme,lr,31,balanced_oof_relabel,low,0.1,0.05
0,0.5674110212068327,0.5518127221835649,0.16414141414141414,,,337,0,0.02373887240356083,phoneme,lr,31,random_relabel,low,0.1,0.05
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,31,no_cleaning,medium,0.3,0.1
337,0.6363305833201122,0.6488266939085737,0.34595959595959597,0.35014836795252224,0.011869436201780416,0,0,,phoneme,lr,31,class_proportional,medium,0.3,0.1
0,0.6897284361944047,0.697651247820065,0.5176767676767676,,,337,0,0.20771513353115728,phoneme,lr,31,balanced_oof_relabel,medium,0.3,0.1
0,0.5012626262626263,0.4168355945076141,0.0025252525252525255,,,337,0,0.09495548961424333,phoneme,lr,31,random_relabel,medium,0.3,0.1
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,31,no_cleaning,high,0.4,0.2
337,0.6419046485800413,0.6553831909908548,0.3560606060606061,0.44510385756676557,0.011869436201780416,0,0,,phoneme,lr,31,class_proportional,high,0.4,0.2
0,0.7219710190914379,0.7232794577685089,0.601010101010101,,,337,0,0.24925816023738873,phoneme,lr,31,balanced_oof_relabel,high,0.4,0.2
0,0.5012626262626263,0.4168355945076141,0.0025252525252525255,,,337,0,0.05934718100890208,phoneme,lr,31,random_relabel,high,0.4,0.2
0,0.5370638805717937,0.5000364241401718,0.0982367758186398,,,0,0,,phoneme,lr,37,no_cleaning,low,0.1,0.05
337,0.6935176824084195,0.7010520060910332,0.5264483627204031,0.1513353115727003,0.04747774480712166,0,0,,phoneme,lr,37,class_proportional,low,0.1,0.05
0,0.7488474882372511,0.7433271813641862,0.6675062972292192,,,337,0,0.032640949554896145,phoneme,lr,37,balanced_oof_relabel,low,0.1,0.05
0,0.5620574117199753,0.5480231143552311,0.1712846347607053,,,337,0,0.020771513353115726,phoneme,lr,37,random_relabel,low,0.1,0.05
0,0.5065084570336221,0.4292684499911318,0.015113350125944584,,,0,0,,phoneme,lr,37,no_cleaning,medium,0.3,0.1
337,0.6588710401385655,0.6698149497894397,0.43828715365239296,0.2789317507418398,0.017804154302670624,0,0,,phoneme,lr,37,class_proportional,medium,0.3,0.1
0,0.7448579228912864,0.7405146413758377,0.6574307304785895,,,337,0,0.12759643916913946,phoneme,lr,37,balanced_oof_relabel,medium,0.3,0.1
0,0.5334888498117433,0.4887698714611781,0.08060453400503778,,,337,0,0.05341246290801187,phoneme,lr,37,random_relabel,medium,0.3,0.1
0,0.5025188916876574,0.41925482399006636,0.005037783375314861,,,0,0,,phoneme,lr,37,no_cleaning,high,0.4,0.2
337,0.6847952938442934,0.6956845111606005,0.491183879093199,0.41543026706231456,0.005934718100890208,0,0,,phoneme,lr,37,class_proportional,high,0.4,0.2
