deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,method,noise_level,mn_to_maj,maj_to_min
0,0.7294328358208955,0.7325257419745609,0.6268656716417911,,,44,0,0.06818181818181818,pima,lr,83,balanced_oof_relabel,low,0.1,0.05
0,0.6929552238805969,0.7073896863370548,0.417910447761194,,,44,0,0.045454545454545456,pima,lr,83,random_relabel,low,0.1,0.05
0,0.5706268656716418,0.5334338863750628,0.14925373134328357,,,0,0,,pima,lr,83,no_cleaning,medium,0.3,0.1
44,0.7281194029850746,0.7406073082861555,0.5522388059701493,0.3409090909090909,0.0,0,0,,pima,lr,83,class_proportional,medium,0.3,0.1
0,0.7408955223880597,0.7441550575408843,0.6417910447761194,,,44,0,0.1590909090909091,pima,lr,83,balanced_oof_relabel,medium,0.3,0.1
0,0.5994029850746269,0.5872235872235873,0.23880597014925373,,,44,0,0.022727272727272728,pima,lr,83,random_relabel,medium,0.3,0.1
0,0.5557014925373134,0.5078605604921395,0.11940298507462686,,,0,0,,pima,lr,83,no_cleaning,high,0.4,0.2
44,0.715044776119403,0.7212664092664093,0.582089552238806,0.45454545454545453,0.022727272727272728,0,0,,pima,lr,83,class_proportional,high,0.4,0.2
0,0.7083582089552238,0.7030032396462657,0.6567164179104478,,,44,0,0.20454545454545456,pima,lr,83,balanced_oof_relabel,high,0.4,0.2
0,0.5735522388059702,0.5465716687347396,0.1791044776119403,,,44,0,0.09090909090909091,pima,lr,83,random_relabel,high,0.4,0.2
0,0.5994029850746269,0.5872235872235873,0.23880597014925373,,,0,0,,pima,lr,89,no_cleaning,low,0.1,0.05
44,0.6937313432835821,0.7035512094698919,0.5074626865671642,0.25,0.022727272727272728,0,0,,pima,lr,89,class_proportional,low,0.1,0.05
0,0.7059701492537314,0.7066770511937213,0.6119402985074627,,,44,0,0.09090909090909091,pima,lr,89,balanced_oof_relabel,low,0.1,0.05
0,0.5874029850746268,0.5751415819675205,0.23880597014925373,,,44,0,0.022727272727272728,pima,lr,89,random_relabel,low,0.1,0.05
0,0.5258507462686567,0.45299145299145294,0.05970149253731343,,,0,0,,pima,lr,89,no_cleaning,medium,0.3,0.1
44,0.6718805970149254,0.6814863968148639,0.44776119402985076,0.4772727272727273,0.0,0,0,,pima,lr,89,class_proportional,medium,0.3,0.1
0,0.6835820895522389,0.6860084797092671,0.5671641791044776,,,44,0,0.2727272727272727,pima,lr,89,balanced_oof_relabel,medium,0.3,0.1
0,0.5557014925373134,0.5078605604921395,0.11940298507462686,,,44,0,0.06818181818181818,pima,lr,89,random_relabel,medium,0.3,0.1
0,0.5333134328358209,0.467206977051491,0.07462686567164178,,,0,0,,pima,lr,89,no_cleaning,high,0.4,0.2
44,0.6484179104477612,0.6551611533814453,0.43283582089552236,0.4090909090909091,0.0,0,0,,pima,lr,89,class_proportional,high,0.4,0.2
0,0.695044776119403,0.6976377952755906,0.582089552238806,,,44,0,0.20454545454545456,pima,lr,89,balanced_oof_relabel,high,0.4,0.2
0,0.6217910447761194,0.6183475227843829,0.2835820895522388,,,44,0,0.13636363636363635,pima,lr,89,random_relabel,high,0.4,0.2
0,0.6143283582089551,0.6081632653061224,0.26865671641791045,,,0,0,,pima,lr,97,no_cleaning,low,0.1,0.05
44,0.6982686567164179,0.7100840336134454,0.4925373134328358,0.1590909090909091,0.09090909090909091,0,0,,pima,lr,97,class_proportional,low,0.1,0.05
0,0.7195820895522388,0.7284982559783804,0.5671641791044776,,,44,0,0.06818181818181818,pima,lr,97,balanced_oof_relabel,low,0.1,0.05
0,0.6396417910447761,0.6437847866419295,0.34328358208955223,,,44,0,0.0,pima,lr,97,random_relabel,low,0.1,0.05
0,0.5666268656716418,0.5298609670056028,0.14925373134328357,,,0,0,,pima,lr,97,no_cleaning,medium,0.3,0.1
44,0.6838805970149254,0.6955362866493471,0.44776119402985076,0.29545454545454547,0.045454545454545456,0,0,,pima,lr,97,class_proportional,medium,0.3,0.1
0,0.7305074626865671,0.7379652605459057,0.5970149253731343,,,44,0,0.13636363636363635,pima,lr,97,balanced_oof_relabel,medium,0.3,0.1
0,0.6217910447761194,0.6183475227843829,0.2835820895522388,,,44,0,0.0,pima,lr,97,random_relabel,medium,0.3,0.1
0,0.5591641791044776,0.5173453996983409,0.13432835820895522,,,0,0,,pima,lr,97,no_cleaning,high,0.4,0.2
44,0.6908059701492537,0.7022077022077022,0.47761194029850745,0.36363636363636365,0.045454545454545456,0,0,,pima,lr,97,class_proportional,high,0.4,0.2
0,0.7065074626865671,0.709267110841914,0.5970149253731343,,,44,0,0.18181818181818182,pima,lr,97,balanced_oof_relabel,high,0.4,0.2
0,0.6505671641791045,0.6574187454081097,0.373134328358209,,,44,0,0.06818181818181818,pima,lr,97,random_relabel,high,0.4,0.2
0,0.6044776119402985,0.585380760298252,0.208955223880597,,,0,0,,pima,lr,101,no_cleaning,low,0.1,0.05
44,0.6948059701492537,0.7069674850696748,0.47761194029850745,0.1590909090909091,0.045454545454545456,0,0,,pima,lr,101,class_proportional,low,0.1,0.05
0,0.7305074626865671,0.7379652605459057,0.5970149253731343,,,44,0,0.022727272727272728,pima,lr,101,balanced_oof_relabel,low,0.1,0.05
0,0.5924776119402985,0.5733333333333334,0.208955223880597,,,44,0,0.0,pima,lr,101,random_relabel,low,0.1,0.05
0,0.5522388059701493,0.4978204010462075,0.1044776119402985,,,0,0,,pima,lr,101,no_cleaning,medium,0.3,0.1
44,0.6844179104477612,0.6967032967032967,0.43283582089552236,0.3409090909090909,0.022727272727272728,0,0,,pima,lr,101,class_proportional,medium,0.3,0.1
0,0.6966567164179105,0.704364767620903,0.5373134328358209,,,44,0,0.20454545454545456,pima,lr,101,balanced_oof_relabel,medium,0.3,0.1
0,0.5671641791044776,0.5242652084757348,0.13432835820895522,,,44,0,0.045454545454545456,pima,lr,101,random_relabel,medium,0.3,0.1
0,0.5597014925373134,0.5111974110032362,0.11940298507462686,,,0,0,,pima,lr,101,no_cleaning,high,0.4,0.2
44,0.6684179104477612,0.677938808373591,0.43283582089552236,0.36363636363636365,0.045454545454545456,0,0,,pima,lr,101,class_proportional,high,0.4,0.2
0,0.7288955223880597,0.7296827726687236,0.6417910447761194,,,44,0,0.20454545454545456,pima,lr,101,balanced_oof_relabel,high,0.4,0.2
0,0.6177910447761193,0.6140559857057772,0.2835820895522388,,,44,0,0.022727272727272728,pima,lr,101,random_relabel,high,0.4,0.2
0,0.5638095238095239,0.5365689248399056,0.13333333333333333,,,0,0,,credit-g,lr,13,no_cleaning,low,0.1,0.05
62,0.6552380952380952,0.6675531914893618,0.41333333333333333,0.1774193548387097,0.08064516129032258,0,0,,credit-g,lr,13,class_proportional,low,0.1,0.05
0,0.7057142857142857,0.7110732404850052,0.56,,,62,0,0.08064516129032258,credit-g,lr,13,balanced_oof_relabel,low,0.1,0.05
0,0.5771428571428572,0.5586937334510149,0.16,,,62,0,0.016129032258064516,credit-g,lr,13,random_relabel,low,0.1,0.05
0,0.5447619047619048,0.5084821930120211,0.10666666666666667,,,0,0,,credit-g,lr,13,no_cleaning,medium,0.3,0.1
62,0.6323809523809524,0.6422066094197242,0.37333333333333335,0.2903225806451613,0.016129032258064516,0,0,,credit-g,lr,13,class_proportional,medium,0.3,0.1
0,0.6361904761904762,0.6431775548487073,0.4266666666666667,,,62,0,0.16129032258064516,credit-g,lr,13,balanced_oof_relabel,medium,0.3,0.1
0,0.5895238095238096,0.5843032923179249,0.21333333333333335,,,62,0,0.016129032258064516,credit-g,lr,13,random_relabel,medium,0.3,0.1
0,0.5466666666666666,0.5040261407398763,0.09333333333333334,,,0,0,,credit-g,lr,13,no_cleaning,high,0.4,0.2
62,0.6733333333333333,0.6892649207352973,0.4266666666666667,0.3709677419354839,0.03225806451612903,0,0,,credit-g,lr,13,class_proportional,high,0.4,0.2
0,0.7066666666666667,0.7018485390578414,0.6133333333333333,,,62,0,0.16129032258064516,credit-g,lr,13,balanced_oof_relabel,high,0.4,0.2
0,0.560952380952381,0.5459312885318871,0.17333333333333334,,,62,0,0.016129032258064516,credit-g,lr,13,random_relabel,high,0.4,0.2
0,0.5904761904761905,0.5799457994579946,0.18666666666666668,,,0,0,,credit-g,lr,17,no_cleaning,low,0.1,0.05
62,0.6866666666666666,0.7034784671454142,0.4533333333333333,0.08064516129032258,0.0967741935483871,0,0,,credit-g,lr,17,class_proportional,low,0.1,0.05
0,0.7057142857142857,0.7110732404850052,0.56,,,62,0,0.016129032258064516,credit-g,lr,17,balanced_oof_relabel,low,0.1,0.05
0,0.6085714285714285,0.6098846281752833,0.24,,,62,0,0.0,credit-g,lr,17,random_relabel,low,0.1,0.05
0,0.540952380952381,0.49919871794871795,0.09333333333333334,,,0,0,,credit-g,lr,17,no_cleaning,medium,0.3,0.1
62,0.5847619047619047,0.5857879234167894,0.26666666666666666,0.22580645161290322,0.08064516129032258,0,0,,credit-g,lr,17,class_proportional,medium,0.3,0.1
0,0.6457142857142857,0.648876404494382,0.48,,,62,0,0.12903225806451613,credit-g,lr,17,balanced_oof_relabel,medium,0.3,0.1
0,0.5685714285714285,0.5499610414035841,0.16,,,62,0,0.016129032258064516,credit-g,lr,17,random_relabel,medium,0.3,0.1
0,0.5676190476190477,0.5557924662402274,0.18666666666666668,,,0,0,,credit-g,lr,17,no_cleaning,high,0.4,0.2
62,0.5904761904761905,0.5932539682539683,0.38666666666666666,0.25806451612903225,0.08064516129032258,0,0,,credit-g,lr,17,class_proportional,high,0.4,0.2
0,0.6123809523809524,0.6080709714306793,0.49333333333333335,,,62,0,0.12903225806451613,credit-g,lr,17,balanced_oof_relabel,high,0.4,0.2
0,0.5780952380952381,0.5810835970955129,0.3333333333333333,,,62,0,0.06451612903225806,credit-g,lr,17,random_relabel,high,0.4,0.2
0,0.5514285714285714,0.5199131669032312,0.12,,,0,0,,credit-g,lr,23,no_cleaning,low,0.1,0.05
62,0.6095238095238095,0.6162280701754386,0.3333333333333333,0.0967741935483871,0.11290322580645161,0,0,,credit-g,lr,23,class_proportional,low,0.1,0.05
0,0.62,0.6229260935143288,0.44,,,62,0,0.03225806451612903,credit-g,lr,23,balanced_oof_relabel,low,0.1,0.05
0,0.5685714285714285,0.5499610414035841,0.16,,,62,0,0.016129032258064516,credit-g,lr,23,random_relabel,low,0.1,0.05
0,0.5171428571428571,0.45127634625214225,0.04,,,0,0,,credit-g,lr,23,no_cleaning,medium,0.3,0.1
62,0.5904761904761905,0.5942982456140351,0.30666666666666664,0.27419354838709675,0.06451612903225806,0,0,,credit-g,lr,23,class_proportional,medium,0.3,0.1
0,0.5742857142857143,0.5765160724605911,0.36,,,62,0,0.12903225806451613,credit-g,lr,23,balanced_oof_relabel,medium,0.3,0.1
0,0.5457142857142857,0.514748899641871,0.12,,,62,0,0.08064516129032258,credit-g,lr,23,random_relabel,medium,0.3,0.1
0,0.5133333333333333,0.43968560989837585,0.02666666666666667,,,0,0,,credit-g,lr,23,no_cleaning,high,0.4,0.2
62,0.5342857142857143,0.5309568480300187,0.24,0.3387096774193548,0.03225806451612903,0,0,,credit-g,lr,23,class_proportional,high,0.4,0.2
0,0.5219047619047619,0.5220817727840199,0.30666666666666664,,,62,0,0.11290322580645161,credit-g,lr,23,balanced_oof_relabel,high,0.4,0.2
0,0.5095238095238095,0.4542877391920624,0.05333333333333334,,,62,0,0.11290322580645161,credit-g,lr,23,random_relabel,high,0.4,0.2
0,0.5457142857142857,0.514748899641871,0.12,,,0,0,,credit-g,lr,29,no_cleaning,low,0.1,0.05
62,0.6028571428571429,0.6085048192505349,0.32,0.11290322580645161,0.08064516129032258,0,0,,credit-g,lr,29,class_proportional,low,0.1,0.05
0,0.6561904761904762,0.6631879511773341,0.4666666666666667,,,62,0,0.016129032258064516,credit-g,lr,29,balanced_oof_relabel,low,0.1,0.05
0,0.5866666666666667,0.581175753883643,0.21333333333333335,,,62,0,0.0,credit-g,lr,29,random_relabel,low,0.1,0.05
0,0.5266666666666666,0.46630987101235755,0.05333333333333334,,,0,0,,credit-g,lr,29,no_cleaning,medium,0.3,0.1
62,0.5961904761904762,0.6006744165409531,0.30666666666666664,0.27419354838709675,0.03225806451612903,0,0,,credit-g,lr,29,class_proportional,medium,0.3,0.1
0,0.599047619047619,0.6028634051195432,0.38666666666666666,,,62,0,0.11290322580645161,credit-g,lr,29,balanced_oof_relabel,medium,0.3,0.1
0,0.5485714285714285,0.5173212709620476,0.12,,,62,0,0.016129032258064516,credit-g,lr,29,random_relabel,medium,0.3,0.1
0,0.5304761904761905,0.4770028580688883,0.06666666666666667,,,0,0,,credit-g,lr,29,no_cleaning,high,0.4,0.2
62,0.5742857142857143,0.5768820911427317,0.32,0.3387096774193548,0.03225806451612903,0,0,,credit-g,lr,29,class_proportional,high,0.4,0.2
0,0.6171428571428572,0.6152691239396442,0.48,,,62,0,0.14516129032258066,credit-g,lr,29,balanced_oof_relabel,high,0.4,0.2
0,0.5295238095238095,0.5050258909533962,0.13333333333333333,,,62,0,0.06451612903225806,credit-g,lr,29,random_relabel,high,0.4,0.2
0,0.5780952380952381,0.5633950401676563,0.17333333333333334,,,0,0,,credit-g,lr,31,no_cleaning,low,0.1,0.05
62,0.64,0.649859943977591,0.4,0.11290322580645161,0.08064516129032258,0,0,,credit-g,lr,31,class_proportional,low,0.1,0.05
0,0.6533333333333333,0.6597005364720955,0.4666666666666667,,,62,0,0.016129032258064516,credit-g,lr,31,balanced_oof_relabel,low,0.1,0.05
0,0.560952380952381,0.5459312885318871,0.17333333333333334,,,62,0,0.016129032258064516,credit-g,lr,31,random_relabel,low,0.1,0.05
0,0.540952380952381,0.49919871794871795,0.09333333333333334,,,0,0,,credit-g,lr,31,no_cleaning,medium,0.3,0.1
62,0.62,0.6284100523655988,0.32,0.24193548387096775,0.03225806451612903,0,0,,credit-g,lr,31,class_proportional,medium,0.3,0.1
0,0.6047619047619047,0.6093353627600203,0.38666666666666666,,,62,0,0.08064516129032258,credit-g,lr,31,balanced_oof_relabel,medium,0.3,0.1
0,0.5733333333333334,0.5616749174917491,0.18666666666666668,,,62,0,0.03225806451612903,credit-g,lr,31,random_relabel,medium,0.3,0.1
0,0.5076190476190476,0.436242821491927,0.02666666666666667,,,0,0,,credit-g,lr,31,no_cleaning,high,0.4,0.2
62,0.5685714285714286,0.5707399822089824,0.32,0.2903225806451613,0.04838709677419355,0,0,,credit-g,lr,31,class_proportional,high,0.4,0.2
0,0.5647619047619048,0.5650012428535918,0.38666666666666666,,,62,0,0.0967741935483871,credit-g,lr,31,balanced_oof_relabel,high,0.4,0.2
0,0.5657142857142857,0.5566065622228791,0.2,,,62,0,0.0967741935483871,credit-g,lr,31,random_relabel,high,0.4,0.2
0,0.5571428571428572,0.5251594613749114,0.12,,,0,0,,credit-g,lr,37,no_cleaning,low,0.1,0.05
62,0.6152380952380953,0.6228591711775668,0.3333333333333333,0.1935483870967742,0.06451612903225806,0,0,,credit-g,lr,37,class_proportional,low,0.1,0.05
0,0.6495238095238095,0.6565934065934066,0.4533333333333333,,,62,0,0.08064516129032258,credit-g,lr,37,balanced_oof_relabel,low,0.1,0.05
0,0.5952380952380952,0.5906432748538012,0.21333333333333335,,,62,0,0.0,credit-g,lr,37,random_relabel,low,0.1,0.05
0,0.5304761904761905,0.4770028580688883,0.06666666666666667,,,0,0,,credit-g,lr,37,no_cleaning,medium,0.3,0.1
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.25806451612903225,0.04838709677419355,0,0,,credit-g,lr,37,class_proportional,medium,0.3,0.1
0,0.6238095238095238,0.6260320543953375,0.4533333333333333,,,62,0,0.12903225806451613,credit-g,lr,37,balanced_oof_relabel,medium,0.3,0.1
0,0.6047619047619047,0.603638726445744,0.22666666666666666,,,62,0,0.0967741935483871,credit-g,lr,37,random_relabel,medium,0.3,0.1
0,0.5342857142857143,0.48715726214209354,0.08,,,0,0,,credit-g,lr,37,no_cleaning,high,0.4,0.2
62,0.5904761904761905,0.5945945945945946,0.3466666666666667,0.3387096774193548,0.03225806451612903,0,0,,credit-g,lr,37,class_proportional,high,0.4,0.2
0,0.5923809523809523,0.5900417412045319,0.4533333333333333,,,62,0,0.12903225806451613,credit-g,lr,37,balanced_oof_relabel,high,0.4,0.2
0,0.5523809523809524,0.5375,0.17333333333333334,,,62,0,0.04838709677419355,credit-g,lr,37,random_relabel,high,0.4,0.2
0,0.5476190476190477,0.5256660168940871,0.14666666666666667,,,0,0,,credit-g,lr,41,no_cleaning,low,0.1,0.05
62,0.6295238095238096,0.6363524615353097,0.41333333333333333,0.14516129032258066,0.08064516129032258,0,0,,credit-g,lr,41,class_proportional,low,0.1,0.05
0,0.6276190476190476,0.6290300822878727,0.4666666666666667,,,62,0,0.04838709677419355,credit-g,lr,41,balanced_oof_relabel,low,0.1,0.05
0,0.5780952380952381,0.5773408369809399,0.25333333333333335,,,62,0,0.04838709677419355,credit-g,lr,41,random_relabel,low,0.1,0.05
0,0.5533333333333333,0.5310559826688859,0.14666666666666667,,,0,0,,credit-g,lr,41,no_cleaning,medium,0.3,0.1
62,0.5914285714285714,0.5953780910040769,0.36,0.22580645161290322,0.04838709677419355,0,0,,credit-g,lr,41,class_proportional,medium,0.3,0.1
0,0.6104761904761905,0.609161628147897,0.4666666666666667,,,62,0,0.06451612903225806,credit-g,lr,41,balanced_oof_relabel,medium,0.3,0.1
0,0.5847619047619047,0.5857879234167894,0.26666666666666666,,,62,0,0.03225806451612903,credit-g,lr,41,random_relabel,medium,0.3,0.1
0,0.5800000000000001,0.5778935102613493,0.24,,,0,0,,credit-g,lr,41,no_cleaning,high,0.4,0.2
62,0.6323809523809524,0.6360846644110473,0.4533333333333333,0.3225806451612903,0.06451612903225806,0,0,,credit-g,lr,41,class_proportional,high,0.4,0.2
0,0.6552380952380952,0.6461236933797909,0.5733333333333334,,,62,0,0.0967741935483871,credit-g,lr,41,balanced_oof_relabel,high,0.4,0.2
0,0.6019047619047619,0.6074187250657839,0.3466666666666667,,,62,0,0.03225806451612903,credit-g,lr,41,random_relabel,high,0.4,0.2
0,0.5561904761904762,0.5337809036658142,0.14666666666666667,,,0,0,,credit-g,lr,43,no_cleaning,low,0.1,0.05
62,0.6485714285714286,0.656839646800926,0.44,0.14516129032258066,0.08064516129032258,0,0,,credit-g,lr,43,class_proportional,low,0.1,0.05
0,0.6685714285714286,0.6645796064400715,0.56,,,62,0,0.04838709677419355,credit-g,lr,43,balanced_oof_relabel,low,0.1,0.05
0,0.5761904761904761,0.572031344183243,0.22666666666666666,,,62,0,0.0,credit-g,lr,43,random_relabel,low,0.1,0.05
0,0.5247619047619048,0.472710987836237,0.06666666666666667,,,0,0,,credit-g,lr,43,no_cleaning,medium,0.3,0.1
62,0.5971428571428572,0.6020410388364335,0.32,0.24193548387096775,0.06451612903225806,0,0,,credit-g,lr,43,class_proportional,medium,0.3,0.1
0,0.6266666666666667,0.6246528038435553,0.49333333333333335,,,62,0,0.12903225806451613,credit-g,lr,43,balanced_oof_relabel,medium,0.3,0.1
0,0.5619047619047619,0.5392953929539295,0.14666666666666667,,,62,0,0.06451612903225806,credit-g,lr,43,random_relabel,medium,0.3,0.1
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,43,no_cleaning,high,0.4,0.2
62,0.5619047619047619,0.55,0.18666666666666668,0.4032258064516129,0.06451612903225806,0,0,,credit-g,lr,43,class_proportional,high,0.4,0.2
0,0.5314285714285714,0.5308160048044441,0.36,,,62,0,0.22580645161290322,credit-g,lr,43,balanced_oof_relabel,high,0.4,0.2
0,0.5009523809523809,0.42277311945558393,0.013333333333333334,,,62,0,0.16129032258064516,credit-g,lr,43,random_relabel,high,0.4,0.2
0,0.5619047619047619,0.5392953929539295,0.14666666666666667,,,0,0,,credit-g,lr,47,no_cleaning,low,0.1,0.05
62,0.6571428571428571,0.6710526315789473,0.4,0.12903225806451613,0.08064516129032258,0,0,,credit-g,lr,47,class_proportional,low,0.1,0.05
0,0.7085714285714286,0.7147690612951452,0.56,,,62,0,0.03225806451612903,credit-g,lr,47,balanced_oof_relabel,low,0.1,0.05
0,0.6066666666666667,0.6091714434601354,0.25333333333333335,,,62,0,0.0,credit-g,lr,47,random_relabel,low,0.1,0.05
0,0.5142857142857142,0.44940476190476186,0.04,,,0,0,,credit-g,lr,47,no_cleaning,medium,0.3,0.1
62,0.6000000000000001,0.6037296037296037,0.28,0.24193548387096775,0.04838709677419355,0,0,,credit-g,lr,47,class_proportional,medium,0.3,0.1
0,0.6438095238095238,0.6534778225806452,0.41333333333333333,,,62,0,0.14516129032258066,credit-g,lr,47,balanced_oof_relabel,medium,0.3,0.1
0,0.5304761904761905,0.4770028580688883,0.06666666666666667,,,62,0,0.08064516129032258,credit-g,lr,47,random_relabel,medium,0.3,0.1
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,47,no_cleaning,high,0.4,0.2
62,0.6123809523809524,0.6187146577817406,0.29333333333333333,0.3225806451612903,0.04838709677419355,0,0,,credit-g,lr,47,class_proportional,high,0.4,0.2
0,0.6323809523809524,0.6360846644110473,0.4533333333333333,,,62,0,0.1774193548387097,credit-g,lr,47,balanced_oof_relabel,high,0.4,0.2
0,0.5219047619047619,0.4705815018315018,0.06666666666666667,,,62,0,0.0967741935483871,credit-g,lr,47,random_relabel,high,0.4,0.2
0,0.5638095238095238,0.54878300330033,0.17333333333333334,,,0,0,,credit-g,lr,53,no_cleaning,low,0.1,0.05
62,0.6495238095238095,0.6604702487055428,0.41333333333333333,0.11290322580645161,0.0967741935483871,0,0,,credit-g,lr,53,class_proportional,low,0.1,0.05
0,0.6504761904761904,0.651044953058376,0.5066666666666667,,,62,0,0.03225806451612903,credit-g,lr,53,balanced_oof_relabel,low,0.1,0.05
0,0.5666666666666667,0.5599758890898132,0.21333333333333335,,,62,0,0.03225806451612903,credit-g,lr,53,random_relabel,low,0.1,0.05
0,0.539047619047619,0.5035304501323918,0.10666666666666667,,,0,0,,credit-g,lr,53,no_cleaning,medium,0.3,0.1
62,0.5866666666666667,0.5904737903225806,0.3333333333333333,0.25806451612903225,0.06451612903225806,0,0,,credit-g,lr,53,class_proportional,medium,0.3,0.1
0,0.6352380952380953,0.6347179263363631,0.49333333333333335,,,62,0,0.16129032258064516,credit-g,lr,53,balanced_oof_relabel,medium,0.3,0.1
0,0.5704761904761905,0.5660031866067394,0.22666666666666666,,,62,0,0.016129032258064516,credit-g,lr,53,random_relabel,medium,0.3,0.1
0,0.5352380952380953,0.5101072607260726,0.13333333333333333,,,0,0,,credit-g,lr,53,no_cleaning,high,0.4,0.2
62,0.6133333333333334,0.6164135651900228,0.4266666666666667,0.3548387096774194,0.016129032258064516,0,0,,credit-g,lr,53,class_proportional,high,0.4,0.2
0,0.5914285714285714,0.5858440589102692,0.48,,,62,0,0.12903225806451613,credit-g,lr,53,balanced_oof_relabel,high,0.4,0.2
0,0.6076190476190476,0.6139327385037748,0.3466666666666667,,,62,0,0.04838709677419355,credit-g,lr,53,random_relabel,high,0.4,0.2
0,0.5714285714285714,0.5528455284552846,0.16,,,0,0,,credit-g,lr,59,no_cleaning,low,0.1,0.05
62,0.7114285714285714,0.7258942055069406,0.52,0.11290322580645161,0.08064516129032258,0,0,,credit-g,lr,59,class_proportional,low,0.1,0.05
0,0.7219047619047618,0.7269038701622972,0.5866666666666667,,,62,0,0.03225806451612903,credit-g,lr,59,balanced_oof_relabel,low,0.1,0.05
0,0.6104761904761905,0.6148296691203443,0.26666666666666666,,,62,0,0.016129032258064516,credit-g,lr,59,random_relabel,low,0.1,0.05
0,0.5304761904761905,0.4770028580688883,0.06666666666666667,,,0,0,,credit-g,lr,59,no_cleaning,medium,0.3,0.1
62,0.6657142857142857,0.6780730826877204,0.44,0.20967741935483872,0.04838709677419355,0,0,,credit-g,lr,59,class_proportional,medium,0.3,0.1
0,0.7047619047619047,0.7047619047619047,0.5866666666666667,,,62,0,0.06451612903225806,credit-g,lr,59,balanced_oof_relabel,medium,0.3,0.1
0,0.5599999999999999,0.541452677916361,0.16,,,62,0,0.03225806451612903,credit-g,lr,59,random_relabel,medium,0.3,0.1
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,59,no_cleaning,high,0.4,0.2
62,0.599047619047619,0.6038919015420321,0.30666666666666664,0.2903225806451613,0.06451612903225806,0,0,,credit-g,lr,59,class_proportional,high,0.4,0.2
0,0.6276190476190476,0.6239624148112384,0.5066666666666667,,,62,0,0.20967741935483872,credit-g,lr,59,balanced_oof_relabel,high,0.4,0.2
0,0.5685714285714286,0.5595424204074543,0.2,,,62,0,0.11290322580645161,credit-g,lr,59,random_relabel,high,0.4,0.2
0,0.540952380952381,0.49919871794871795,0.09333333333333334,,,0,0,,credit-g,lr,61,no_cleaning,low,0.1,0.05
62,0.6495238095238095,0.6604702487055428,0.41333333333333333,0.16129032258064516,0.0967741935483871,0,0,,credit-g,lr,61,class_proportional,low,0.1,0.05
0,0.638095238095238,0.638095238095238,0.49333333333333335,,,62,0,0.11290322580645161,credit-g,lr,61,balanced_oof_relabel,low,0.1,0.05
0,0.5752380952380952,0.5604219948849105,0.17333333333333334,,,62,0,0.03225806451612903,credit-g,lr,61,random_relabel,low,0.1,0.05
0,0.5171428571428571,0.45127634625214225,0.04,,,0,0,,credit-g,lr,61,no_cleaning,medium,0.3,0.1
62,0.6619047619047619,0.6746666666666667,0.4266666666666667,0.25806451612903225,0.08064516129032258,0,0,,credit-g,lr,61,class_proportional,medium,0.3,0.1
0,0.6676190476190477,0.6718967307202601,0.5066666666666667,,,62,0,0.1935483870967742,credit-g,lr,61,balanced_oof_relabel,medium,0.3,0.1
0,0.5466666666666666,0.5040261407398763,0.09333333333333334,,,62,0,0.08064516129032258,credit-g,lr,61,random_relabel,medium,0.3,0.1
0,0.5238095238095238,0.4642857142857143,0.05333333333333334,,,0,0,,credit-g,lr,61,no_cleaning,high,0.4,0.2
62,0.62,0.6280002587824287,0.36,0.2903225806451613,0.0967741935483871,0,0,,credit-g,lr,61,class_proportional,high,0.4,0.2
0,0.6371428571428572,0.6332472934578746,0.52,,,62,0,0.1935483870967742,credit-g,lr,61,balanced_oof_relabel,high,0.4,0.2
0,0.5476190476190477,0.5358649789029536,0.18666666666666668,,,62,0,0.06451612903225806,credit-g,lr,61,random_relabel,high,0.4,0.2
0,0.599047619047619,0.5970939602466041,0.22666666666666666,,,0,0,,credit-g,lr,67,no_cleaning,low,0.1,0.05
62,0.6485714285714286,0.6523084758378876,0.48,0.11290322580645161,0.08064516129032258,0,0,,credit-g,lr,67,class_proportional,low,0.1,0.05
0,0.6647619047619048,0.6551974448315911,0.5866666666666667,,,62,0,0.016129032258064516,credit-g,lr,67,balanced_oof_relabel,low,0.1,0.05
0,0.5866666666666667,0.5866402116402116,0.25333333333333335,,,62,0,0.0,credit-g,lr,67,random_relabel,low,0.1,0.05
0,0.520952380952381,0.4622705442116739,0.05333333333333334,,,0,0,,credit-g,lr,67,no_cleaning,medium,0.3,0.1
62,0.5971428571428572,0.6020410388364335,0.32,0.22580645161290322,0.08064516129032258,0,0,,credit-g,lr,67,class_proportional,medium,0.3,0.1
0,0.6361904761904762,0.6391229712858927,0.4666666666666667,,,62,0,0.12903225806451613,credit-g,lr,67,balanced_oof_relabel,medium,0.3,0.1
0,0.5190476190476191,0.4684620836286322,0.06666666666666667,,,62,0,0.0,credit-g,lr,67,random_relabel,medium,0.3,0.1
0,0.5333333333333333,0.4986449864498645,0.10666666666666667,,,0,0,,credit-g,lr,67,no_cleaning,high,0.4,0.2
62,0.6428571428571429,0.649923896499239,0.44,0.3709677419354839,0.03225806451612903,0,0,,credit-g,lr,67,class_proportional,high,0.4,0.2
